Original text,Original Tag,Senti score,Senti words,Prediction 
"i never used any of the camera things before for the ps3 or the xbox 360, but when i got both the ps4 and xbox 1 i made sure to have them. i got just dance for both machines and noticed right away that the ps4 camera does not track well at all!  especially if you have more than one person going at a time. we tried up to 3 people and the ps4 was constantly changing who was standing where and getting confused, where the xbox 1 worked flawlessly (and i'm more a playstation person than an xbox so it was disappointing!)",Negative, 0.2857142857142857,right well time confused worked flawlessly disappointing,Negative
stop buying xbox or ps4. they have contracts with the nsa to watch you and your family during private time. spooky...,Negative, 0.3333333333333333,family time spooky,Negative
"graphics are solid, but outside of that the game is generic and boring.  the game play is sloppy and the controls feel like you  are moving a tank.  the story is just awful and makes no sense.  very disappointed.",Negative, 0.5555555555555556,solid boring play sloppy like moving tank awful disappointed,Negative
"this is one of the two games i purchased with my ps4. i regret it. i wish i would have saved my money and bought something else. i have never owned a playstation or killzone game before i mainly bought it because of the hype and being new to the ps world i figured this would be a good introduction.good:the graphics are awesome.sometimes combat is fun.the owl is cool.bad:the campaign is extremely boring and frustrating.the writing is terrible, nothing makes you care about the character or the world you are playing in.there are two factions the hellenic's and the crustaceans or something... pretty much red eye humans and normal eye humans.you spend a lot of time watching cutscenes and cool stuff happening that you have no control over... it's almost as if they forgot that people play games because they want an interactive experience.the combat music makes your ears bleed.in conclusion. if you are looking for an overpriced pretty game look no further. if you want a game that will be fun then skip this and get anything else.update:played the multiplayer for a while, it was somewhat entertaining but didn't feel as fluid as cod or bf (which i have only played on pc not sure how it fares on consoles). needless to say the game crashed everytime about half way through the match so i was never really able to complete one. total crap.i did purchase assassins creed 4 black flag.... now that's a game, great story, great graphics, just plain awesome.",Negative, 0.3333333333333333,regret hype new good boring terrible care pretty time cool play overpriced pretty fun entertaining needless crashed able great great awesome,Negative
"i bought this because it is for ps4, i didnt expect to run into poor quality graphics and gameplay with the ps4. i sold this game a week after i received it for $30. there is nothing unique about this game, with all of the war and shooter games out there, you got to step up the level of graphics, story line, etc to be a player. this game failed to do that and should not have been listed for sale initially at $59.99, it is worth about half that.",Negative, 0.4,poor quality unique failed worth,Negative
"sadly, i knew from the opening sequence that this game wasn't going to be very good.  i had high expectations that were not only not met but actually dashed to bits.  in a nutshell, this game stinks.first is the environment.  forget the lush visuals of the trailers and promos. at least 80% of the game will be spent in dark rooms, hallways, corridors, outer space, spacecraft, vent shafts and other drab environments.  second, the navigation stinks.  the navigation and objective markers are very confusing at times. and that's only when the directional objective marker actually feels like appearing (there were several times i tried to invoke it, only to get a text display of my objective and nothing more).  it can be more confusing than helpful at times, especially when it rotates 360 degrees, like when you're in outer space, zero gravity or on a multi-level structure.  and some of the mission objectives are just downright confusing.  you'll get a vague hint like ""assist so and so"" but it doesn't tell you that this assistance involves several steps that aren't very intuitive.the weapons for the most part are decent but there are major shortcomings.  for instance, the game loves to put you in rooms full of ammunition and weapons like you're in a candy store but you can only carry a ridiculously small supply. you get one primary weapon, one secondary and a max capacity refill of reach. there are two types of grenades but you can only carry one type at a time.  when you're looking at a weapon on the ground, you can see the specs for it but the lame comparison leaves a lot to be desired.  instead of orange and green bars to indicate more or less power, just do a side by side.  the worst glitch with the weapons is that some of them will simply refuse stop working and refuse to fire.  there is no explanation, no little text message to say ""too close to target"" an indication that the weapon is empty or anything.  nope, you just sit there pressing r2 like a maniac while getting riddled by the enemy.  as if ridiculous cheapness were';t enough, the ai enemies even do little victory dances over your body and take cell phone pics of their kill.  so after the game fails on you, it celebrates its failure in tacky fashion.there are adrenaline packs that you can use during battle.  they will restore your health and also give you a temporary slowed down matrix style ""bullet time"" boost.  it's helpful when facing a few enemies but pretty much useless when needed most, against scores of enemies as you'll encounter in the latter stages of the game.  like the weapons, they also seem to disappear without warning when you need them most.  i'll start a new section with a full supply of adrenaline packs but somehow go down and see the message ""no adrenaline packs available"".the tactical echo and o.w.l. were the only two things that really stood out about the game and even they had their faults.  they are usually excellent tools in your arsenal, especially for helping  deal with the darker environments.  the tactical echo acts almost like a heat sensor, displaying enemy silhouettes through walls, doors or floors.  the o.w.l. is your personal drone that is capable of providing a shield, attacking enemies, disabling enemy shields and hacking computer systems which accomplishes numerous objectives like disabling alarms, opening doors, navigating ships, disabling security systems, etc. unfortunately, when you use the most useful features like shield and pulse, it quickly drains the o.w.l. and it will end up off in a corner recharging when you really need it.  also, as far as engagement, although it occasionally kills enemies, (more in the beginning than latter stages), by the last few chapters of the game, it amounts to little more than a distraction and hacking device.  99% of the enemies will need to be dispatched by you.all in all, i played the game only because i paid for it. i can wholeheartedly say if this were offered free as a ps-plus game of the month or some other deal, i likely would have deleted it by now.  i would not buy the game again if given the chance all over again, but everyone has different tastes.  my advice is to watch a couple play through videos online just to get a grasp of the environment you'll actually be playing in versus the much prettier environments shown in the ads.  might not hurt to rent it first as well, if you're able to do so.  otherwise, grab it in a bargain bin as cheap as possible or wait to see if sony offers it as a free ps plus game (highly likely in the near future) if you simply must have it.however, if frequently getting lost in dark environments with malfunctioning weapons and vague directives while having enemies twerk over your body and take cell phone pics after a ridiculously cheap kill seems like fun, then dive on in.  this is the game for you!",Negative, 0.5051546391752579,sadly opening good lush dark space vent drab stinks confusing like confusing helpful like space confusing vague like decent major shortcomings loves like ridiculously time lame power worst glitch refuse refuse like maniac enemy ridiculous enough enemies victory kill fails failure tacky restore health give slowed style time boost helpful enemies pretty useless enemies like warning start new faults excellent helping darker like enemy capable enemies enemy like opening security unfortunately useful like drains kills enemies distraction enemies wholeheartedly free play hurt well able bargain cheap free future lost dark vague enemies ridiculously cheap kill like fun,Negative
"ever since 1996 when the n64 came out, they have copied nintendo to the &#34;t&#34;. start supporting nintendo again, and drop this crappy console called ps4. reasons to buy a nintendo vs. ps4 or xbox:1. $100 - $200 cheaper2. nearly equivalent graphics3. better, more advanced controller + free motion sensing option (xbox and ps4 charge extra for this feature)4. you can watch netflicks, amazon prime, hulu plus etc. on the gamepad (like an ipad, but with buttons and touch screen). not to mention you can play your games on the handheld.5. way more durable/better quality. &#34;what's the last time you've heard of a nintendo system with a problem?...never&#34; remember the ring of death on xbox and the disc read erros of ps2?...my point proven...6. mario, zelda, metroid, mario kart, super smash brothers, pikmin, goldeneye 007, sonic, super punch out, zombie u...the list goes on...7. backwards compatible with your older nintendo games...all the way to the original nes. sorry ps3 users, you won't be able to use your ps2 games on your ps4. also, xbox will charge you full price for all their games.8. no facial recognition crap!!! xbox has a camera that watches you and your family 24x7. i think ps4 does too. yikes...don't be the next victim.9. smaller, quieter, more energy efficient design.10. more cost efficient games too",Negative, 0.24137931034482762,start supporting crappy better advanced free extra like touch play quality time death super smash super punch zombie compatible original sorry able recognition crap family quieter energy efficient efficient,Negative
"looks gorgous, boring shooter.",Negative, 1.0,boring,Negative
"very short review, the nerf centurion jams after the 4th dart and shreds the darts.  in the trash it went, my grandson was so disappointed and so was i.  all i can really say is don't waste your money.",Negative, 1.0,trash disappointed waste,Negative
"man was i excited to order this thing. the pictures and product information on its page made it look very cool. unfortunately, while thenerf n-strike elite centurion blasteris intended to be a heavy-duty sniper rifle toy, what it ends up being is a giant pain-in-the-neck that doesn't work right. frankly, i am baffled how this thing made it past quality control.as i show in the video, it does fire up to 100 feet (given good wind, and angling it up at least 15 degrees, 45 or more if you really want it to go for distance) -- but that is about where the fun stops.the basic problem is that it is nearly impossible to get it to load from the clip. my brother was able to do it a couple of times after carefully positioning the clip in the unit, and cocking the toy at a certain angle. i was never able to get it to load from the clip. i always had to manually load it. (which i show how to do in the video -- you basically just slide a dart into the cocking mechanism tube inside the unit after pulling down on the loading bolt a bit).  the cocking mechanism isn't firmly aligned into place, and there isn't enough give/forgiveness at the ""mouth"" of the loading tube to continue to load a dart, if the tube catches any part of the edge of the dart. a rounded/sloped/beveled edge instead of a straight/90 degree sharp angled tube mouth would have been a much better design.so, yeah, the toy hardly works at all. you can get it to load (although i am sure loading it manually like i was doing isn't very advisable, and will cause it to break even more eventually), and you can get it to fire (at least the one i got, anyway), but like any nerf toy gun, this thing isn't very accurate at range, and with the slow rate of fire, no kid is going to want to get stuck with this toy gun when they play with their group, they'd be a sitting target.i can see the vision nerf was going for with this one, and they almost made it, but those little details ended up biting them in the end. i can't rate a toy that isn't fun to play with, is hard/impossible to use for a kid, and more or less arrives broken, with anything other than 1 star. sorry, nerf, maybe next time.1 star.",Negative, 0.303030303030303,excited order cool unfortunately elite work right baffled quality good fun problem impossible able able aligned enough sharp better yeah works like break like accurate slow stuck play biting fun play broken sorry,Negative
"i was only able to shoot the gun 25~ times before it broke.the out-of-the-box assembly is simple and requires no tools. loading and readying a shot is easy, most kids should be able handle it - very little strength is needed. firing the gun provides satisfying feedback (a pleasing and authoritative cha-chungk sound). design-wise, i wish the gun came with a scope, reticule, or something to make the aiming easier. it is a long-range model, after all. there is an iphone app available that lets you aim with the phone, but you need to buy a mount (sold separately) to attach the iphone to the gun. otherwise, the gun is just equipped with rails to aim with.when it was working, the gun was able to fire 100 feet, as advertised.  the darts make a cool whistling sound as they fly through the air. i didn't get to shoot anyone, so i can't rate how painful the darts are. i'd guess that they don't hurt very much - they have a hollow rubber tip that is squishy to the touch.after shot 20 or so, the gun began to fire darts at a dramatically shorter distance. eventually, the gun could be ""cocked"" back all the way, but would only return halfway to the forward position. apparently, the internal mechanism has some sort of jam or broken part that prevents it from being fully cocked, which now keeps the gun from firing.the directions that come with the gun only give advice for fixing a dart jam, or clearing the barrel of an obstruction - nothing about how to fix the actual firing mechanism. three people worked for an hour to try and fix this gun, but to no avail. i figure that the only way to fix it would be to take the gun apart - and even then, it might need a replacement piece.if you were to give this to a rambunctious kid, or really anybody who planned to use it outside of a delicate testing environment, it would probably break even sooner, if you can imagine that.",Negative, 0.28571428571428564,able simple easy able strength satisfying pleasing authoritative scope easier available aim aim able cool air painful hurt hollow jam broken give jam obstruction worked give delicate break,Negative
"my son purchased this gun with his allowance money after seeing it in popular science magazine. he was really excited for it and waited for it to come in stock via amazon.when we finally got the gun it was awesome! it shoots far and my son loved the &#34;kick&#34; when he would fire it.it's not a great gun for nerf fights as it hurts to be shot with and it is hard to manage but it's a great novelty!my son is 11 for the record and had no issue cocking and firing this gun.....at first.after a few weeks of owning it he started to have problems. the cocking mechanism would get stuck or be difficult to move.after a few more weeks it would get jammed more than it would fire smoothly. my husband decided to take a look at the gun and that is when we realized the problem was a bad one. the &#34;firing pin&#34; was damaged. the plastic had been cracked and warped from firing. my son didn't play with this gun excessively...maybe once or twice a week. he only used the mega darts and always inserted the cartridge correctly. he never manhandled the weapon and treated it very carefully. after all he did spend his hard earned money on it.needless to say, he was very disappointed. at this point the gun still fires but jams very frequently. i am not sure how much longer it will last before it will be unusable. my son still loves this gun a lot! i just wish nerf had made it more durable.",Negative, 0.5185185185185185,popular excited awesome loved great hurts hard great issue problems stuck difficult smoothly problem bad damaged cracked warped play correctly hard disappointed still unusable still loves durable,Negative
this nerf gun broke after the first use.  i am terribly disappointed as nerf usually makes decent products.  my son got this for christmas and was so sad after it quit shooting the next day.  save yourself the disappointment.  don't bother with this gun.,Negative, 0.75,broke terribly disappointed decent sad save disappointment bother,Negative
"i'm not surprised to see the general remarks already cataloged for the nerf n-strike elite centurion blaster.  and while i don't like to participate in beating the proverbial dead horse, this gun was given to me so that i could offer feedback.  and like many others, i found the product problematic in the nicest terms possible.  it's a shame, really, because this gun looks absolutely awesome.  first of all, it is enormous!  it even has a bipod stand so that you can hone your sniper skills.  also intriguing, the capability to gather additional hardware such as the nerf mission app tactical rail mount to enhance your nerf warfare experience.  using an iphone or an ipod touch, you can secure apps that allow you to record missions and have scoping functionality. listen, any kid who loves nerf would definitely want to add this to their collection upon sight.this is where i'd usually run down the features of a product and offer some sort of commentary.  but i have very little to say beyond the basics due to what appears to be a ubiquitous design flaw.  while recommended for those aged eight and up, i think this particular unit skews much older.  we don't let kids play with the toys in our household, that's a job for the adults!  my experiences, therefore, with the nerf n-strike elite centurion blaster are from a grown-up perspective.  no small or careless hands operated this machinery!the unit required minor assembly, which was intuitive and uncomplicated.  but once the gun was built and loaded, it wasn't very long before the mechanism started becoming very tricky and jamming up.  i'm not talking excessive usage, i'm talking fairly conservative play time.  with patience and fortitude, you could get the unit to unstick but the issue kept recurring.  frustrated, i simply put the gun down and did a little investigating.  that's when i discovered that i was not alone in my dilemma.  others were experiencing the exact same problem and many had completely destroyed their gun.so as they say, i simply walked away.  my blaster is not broken per se, but it is relatively inoperable.  i felt like i was spending more time tending to its idiosyncrasies than to actually using it for its intended purpose.  have lots of nerf merchandising, love nerf products.  but this one needs a trip back to the design studio.  awesome idea, clunky execution.  kgharris, 8/13.",Negative, 0.3076923076923076,surprised elite like dead like many problematic nicest shame absolutely awesome enormous intriguing capability rail enhance experience touch secure allow loves add beyond flaw recommended play elite careless intuitive uncomplicated tricky excessive fairly conservative play time patience fortitude issue frustrated dilemma problem many broken inoperable like time purpose love awesome idea clunky,Negative
"this blaster should never have been released in its current incarnation. while when it works, it can fire a dart for a decent range, the continual (and increasing in frequency) jams should have sent this blaster back to the engineers. hasbro were aware of the issues plaguing this blaster well before it hit the stores (the earliest previews of this all mentioned the jamming issues), and should have done the right thing and postponed the release to make sure they got it right.quite simply, this blaster is outperformed by a $5 jolt. while the odd shot from the centurion gets better range, the jolt has a faster fire rate, greater accuracy, and doesn't jam.",Negative, 0.4,works decent aware issues well issues right outperformed jolt odd better jolt faster accuracy jam,Negative
"first, love the nerf guns. always have. always will. shiney.second, it appears rather rugged, but it is not. by the second day, several of the darts started to tear. i have other nerf guns and other darts, and the ones we haven't lost yet are still in great shape. not these. these are the new, larger mega darts. on one, the top came off. on another, the tail is shredded, due i believe, to the loading mechanism.also, your old usual size darts will not work in this one. not a deal breaker, because these darts make sound so, you know, cool.further, the gun has now jammed with no way to get it to work. as this is a vine product, i am not able to return it, but had this been a christmas or other present i'd be pretty upset right about now.not sure what happened, but i was expecting a lot of fun with this toy because when it worked, it was awesome. not so much when it doesn't.",Negative, 0.13333333333333333,love lost still great new top work work able pretty upset right fun worked awesome,Positive
"it was with great excitement that my eight year old son and i opened and assembled the nerf n-strike elite centurion blaster.  the box was huge and almost intimidating, but assembly was quick and easy.  there are a few odd assembly steps so i recommend you read the brief instructions.  the first few days of play were great.  my son lined up rows of star wars figures and could comfortably knock them down from 20 feet away.  accuracy was exceptional.  then came a jammed dart; my son had caulked the chamber forward, and in doing so, squeezed a dart halfway between the magazine feeder and the barrel.  at first, it looked like a simple problem to solve, but after 30 minutes, i gradually started having to use more and more force to dislodge the stuck dart.  ultimately we freed it, but the blaster was toast.  we could hear a few small plastic parts rattling around inside, and the normal caulking action didn't work.  so after just a few days of light-duty use, the blaster was broke.bottom line: before you purchase this blaster, carefully consider who would be using it, and whether they'd be susceptible to getting darts stuck in the barrel chamber.  nerf makes a number of solid blasters, including thenerf n-strike elite: strongarm blaster,nerf n-strike elite: rough cut 2x4 blaster, andnerf n-strike elite firestrike blaster.  for some reason, as nerf's blasters get bigger and more expensive, they get less reliable.what you need to know about this blaster:- the blaster is huge, measuring 36+ inches long - not appropriate for small areas or bedrooms- the blaster is big and heavy, not appropriate for smaller kids- it shoots darts 100+ feet, not for inside use!- it's fairly accurate, hitting a 3"" target from 20' is easy- the darts whistle as they fly through the air - very cool- the darts are durable and seem resistant to damage- the blaster is too big to run with - smaller kids will easily trip running around with this thing- if the blaster jams, it's probably permanently out of service unless you want to try disassembling 25 screws and tons of springs and small plastic partsmy recommendation for buying:- if this is for an older/taller child that's patient and able to carefully use the blaster, then the nerf n-strike elite centurion blaster is worth consideration.  if you're purchasing this for a smaller child between the ages of 8 and 11, i suspect that the blaster won't last long and therefore shouldn't be purchased.my rating:i'm rating this as two stars.  one star for fun and accuracy, and another star for value (you get a great package for the price).  but due to the lack of durability, quality, and ease of use, i'm leaving off three stars.",Negative, 0.21428571428571422,great excitement elite huge intimidating easy odd recommend play great comfortably knock accuracy exceptional like simple problem stuck freed action work susceptible stuck solid elite elite rough elite reason expensive huge appropriate appropriate fairly accurate easy air cool durable damage easily service recommendation patient able elite worth consideration suspect fun accuracy value great lack quality ease,Negative
i got this for my kids to use as they really love nerf products.  the gun is extremely long and is very hard for them to use.  the gun is recommended for eight and up and they are almost eight so i thought it would work.  it is made for older children and adults as they are better able to use it.  the gun also does jam quite frequently and doesnt work right all the time.  the gun also just comes with 6 darts and you must invest in more if you really want to keep playing. last the gun doesnt seem to get anywhere near the 100 ft that it says.  overall i would try a different nerf gun than this as it really has lots of problems and doesnt work well for younger kids.,Negative, 0.23076923076923078,love hard recommended work better able jam work right time problems work well,Negative
"this seems to be an exercise in trying to look all big and bad for show while frankly being utterly impractical and almost unusable.i was never a fan of either the nerf longstrike or longshot -- the idea of big, long, bolt-action ""rifle-like"" dart guns has never made sense to me.  in a real cube war or in hvz, the action is usually more rapid and random, and the idea of someone being allowed enough time or an opportunity to play ""sharpshooter"" is just ridiculous.  however, there are modding kits out there that will let you take a longshot or longstrike and turn it into a more useable dart gun for such activities.  also, nerf offered those dart guns with shoulder stock and barrel extension attachments that were meant to be optionally attachable and removable at will -- you could use the different attachments to make either of these guns into the kind of gun you wanted, and nerf actually marketed these dart guns as having this kind of flexibility.however, the centurion is designed deliberately to be used in one and only one configuration -- fully assembled into something over 3 feet long.  in fact, nerf designed the centurion so that you can't even load the clip until the barrel extension is attached, and then, the barrel extension is meant to remain permanently attached -- this is honestly rather obnoxious!  the option should be there to use this thing with or without the extension.  unlike real guns where a longer barrel makes a bullet travel farther and straighter, a longer barrel in a foam dart gun just adds drag that slows down the dart -- so the barrel extension on the centurion is not to be regarded as a plus.that said, even if you were in a dart battle where you really had a good opportunity to play sniper, this dart gun is still just ridiculous.  the bolt-action uses an insane amount of backwards-forwards travel that just slows you down between shots -- i can't believe they really had to design it that way.  i think you'd be better off with a longshot or longstrike with one of the many mod kits out there that would improve the amount of power it can put behind each shot -- you'd end up with something of a shorter and more sensible length with a bolt action that doesn't involve a full foot of travel.in short, i can't see a real purpose for this thing other than maybe long range target practice?",Negative, 0.23529411764705885,bad utterly impractical idea real action rapid idea enough time opportunity play ridiculous useable kind kind obnoxious real drag good opportunity play still ridiculous insane better many improve power sensible action involve real purpose,Negative
my friend has this gun and says this gun is no good. it wastes bullets and clogs up most of the time!!!,Negative, 0.25,friend good clogs time,Negative
"like other reviews i to found that this gun will jam and cut heads of rounds off, to bad that nerf is in sushi a hurry to release new products. they should do more development before release of new stuff.",Negative, 0.4,like jam bad new new,Negative
"this thing is huge....almost 4' long, and it looks tough.but, there are no instructions for putting it together, and i had a hard time loading the magazine.  there's also other little clips with no idea where they go, except to go by the photos (and these didn't stay in place).  much of the ""design"" is just in the molded plastic body, there's not really much to it as far as moving pieces.the big irritation is that it is really heavy. it's for 6-8 years but it feels like too much weight...my six year old can hardly lift it.it's supposed to interconnect to iphones and the internet. i can find no way to do this without any instructions and i don't see anything that looks like it could scan or transmit data.and, the accuracy isn't that accurate, and the ""whistling"" sound is pretty weak.  maybe an older kid could figure it out, but it doesn't change that it's just a very heavy piece of plastic.",Negative, 0.25,hard time idea moving irritation like like accuracy accurate pretty weak change,Negative
"it only took a matter of a few minutes to click the parts of this blaster together, which was very nice. then, i turned it over to a nine-year-old girl to play with, while i did some housework. in quite literally 15 minutes, she came to me with the blaster saying that it was broken. i didn't believe it, and checked it out myself. sure enough, the bolt can be pulled back the whole distance, but can only be pushed forward halfway.i must admit that i don't know what she did to the blaster to make it go wrong, but she is familiar with nerf products, and her age is within their recommended limit. as such, i can only thing that i can think of is that something went terribly wrong with nerf's play-testing, and they did not detect a major design flaw.the blaster is useless now, after only 15 minutes of play, and that is way, way too short. there's a problem with this toy, and i really recommend against anyone buying it. i normally like nerf guns, but i don't like this one.(review of nerf n-strike elite centurion blaster)",Negative, 0.38888888888888895,nice play broken enough whole wrong recommended limit terribly wrong major useless play problem recommend like like elite,Negative
"edit (moved from below):edited: after several weeks of daily use (what can i say, it's been fun), i am starting to see a major reliability issue with the cs-18. something is loose--not sure if it's electrical or mechanical in the safety mechanisms for making sure the system does not fire when unloaded. either way, it's not a good thing to pull the trigger and have nothing happen.i'm convinced at this point there is a design flaw. i'm leaving up my original review, because i had fun writing it--but i would not recommend the cs-18 unless nerf addresses the very real issue of a kid's toy not being able to work longer than about 6 weeks.original review follows:the n-strike elite rapidstrike cs-18 blaster is the latest entry from nerf arms for the battle against nerf-allergic-aleiens. while it is true that no such aliens have attacked us (yet) nor has their home planet been found (yet), i do appreciate the long running efforts to provide blasters for the battle. after all, hokey religions and ancient weapons are no match for a good blaster at your side, and if we leave defense planning in the hands of the pool noodle advocates, that's where we'll be.the cs-18 has several developments that will prove useful in the coming battles with the naas. first, there is the high-capacity 18 round clips. this serves useful, as the best guess is that naas will travel in groups of 6, and 3 groups make up an attack squad. the 18 round clip that is included is see-through, though that sword cuts both ways: you can see how many rounds remain, but so can the naa. it will help battlefield commanders to verify their warriors go onto the plains of battle fully loaded.second, the rapid fire development is improved over other models. fully automatic fire from the cs-18 will help with the speedy onslaught of the alien menace.third, the collapsing stock allows for concealment as well as an adjustment to fit both the ""ooh, this is awesome"" battalion of naa fighters as well as the ""dad, you're being a nerd"" battalion. this latter battalion comes through when it counts, though. the carry handle makes transport easy.fourth, surprisingly, the needed 4 c batteries do not disrupt the balance of the cs-18. the power module fits into the shape of the blaster in one of the natural grip positions, forward of the clip. this requires most entry-level warriors to keep both hands on the blaster, but his will stabilize aim in combat. those naas are coming, and we must ready.the stability of aim is one of the reasons that the cs-18 will need to be augmented with other entries from nerf arms, and i hope that they will continue to develop this area. while centering the target reticle on a location is generally going to cause one of the 18 rounds to hit it, the overall accuracy of a straight piece of foam, propelled straight out of a short barrel, with a rubberized tip, is exactly what anyone with a clue about ballistics would expect.that is not to say that the attacking hordes of naas will not be held back--rather just to warn the user that the cs-18 is more effective against group formations at range--than it is against a single target. especially if that target is somewhat shielded. this is not quite the area-suppression blaster that the hailfire system is, but also not a pinpoint accuracy device.another drawback is that, while current intelligence shows that naas cannot hear the high-pitched fan of the acceleration module, eventually the naas will be able to hear that high-pitched sound and the element of surprise will be lost. to see the results of this, simply attempt to use the cs-18 in a training scenario when the mother of the battalions has decreed it ""calm time"" and you will recognize that the noise can be disruptive.the tactical rail allows the addition of accessories, though i found adding a laser sight and flashlight made the cs-18 a bit unwieldy. that was also a greater investment than was appropriate in the face of potential user errors.eventually, one expects the spring in the detachable clip to wear out and the whole unit to need replaced--but those are available through the primary suppliers, including here at jungle-com, and include additional ammunition with the clip.in all? i recommend this as a primary infantry blaster for the coming war with the naas. the larger weapons, such as the rampage or hailfire, should be distributed among the battalions as appropriate, but each individual warrior should be equipped with a cs-18. (and a pocket back-up blaster, but that's another discussion.)edited: after several weeks of daily use (what can i say, it's been fun), i am starting to see a major reliability issue with the cs-18. something is loose--not sure if it's electrical or mechanical in the safety mechanisms for making sure the system does not fire when unloaded. either way, it's not a good thing to pull the trigger and have nothing happen.",Negative, 0.1805555555555556,moved fun major reliability issue safety good flaw original fun recommend real issue able work elite appreciate good advocates well useful useful best attack many help verify rapid improved help speedy onslaught well fit awesome well disrupt balance power stabilize aim stability aim hope centering accuracy effective accuracy drawback intelligence able lost calm time recognize noise rail addition unwieldy appropriate detachable whole available recommend rampage appropriate fun major reliability issue safety good,Positive
"this is basically a coloring book with stickers, crayons, and 2 cheap stamps. don't waste your money.my son got it for christmas, looked at a few times and it has sat for the past week, since.",Negative, 1.0,cheap waste,Negative
my 2 year old daughter loves doc and i couldn't wait to add the big book of boos to her collection - but this item fell short. it wasn't put together well  - looked pretty cheap compared to other items in the doc collection.,Negative, 0.3333333333333333,loves add fell well pretty cheap,Negative
"i thought this would be a great item to add to our homeschool curriculum, but there are so many items that you have to gather yourself (foam beads, confetti - just to name a couple of odd items), i don't see the point of this product. you could just pick up a science workbook likecoolest kids science projects: 40 fun & easy science experiments for kids, and put together your own box of goodies for your science lessons, for either the same cost, or less, in some cases.it was somewhat frustrating not to be able to do certain experiments right away, and i'm getting more than a little sick of kits, sets, & games that require additional items to be able to use the product. i don't think i will be recommending this particular item to any other homeschoolers.",Negative, 0.2727272727272727,great add many odd fun easy frustrating able right sick able,Negative
"i have tried a few of these ""amazing toys"" and they are cheap and boring. this is the second i have tried and the kids were bored to tears with this. one kid said where did you get this?bad start-skip!",Negative, 0.75,amazing cheap boring bored,Negative
if you are looking for a product to help make science fun keep looking!this is a bunch of odds and ends  --  the box weighs almost as much as the contents.if you are looking for science projects to do at home consider either4m weather station kit--or--naked eggs and flying potatoes: unforgettable experiments that make science fun,Negative, 0,help fun unforgettable fun,Positive
"as much as i would love to use this kit, i don't even have all the pieces. it's not a kit. you still have to go and purchase a bunch of stuff to even use it. very disappointing. i think they could improve by adding these simple items as others have already listed to the kit. the instructions are pretty boring although i felt they tried to add a bit of humor in them. the kit itself seems durable and i hope once i find all the materials, we can actually use it.",Negative, 0.18181818181818182,love still disappointing improve simple pretty boring add humor durable hope,Positive
"we have loved steven spangler's science projects. he is the guy that started the mentos and diet coke craze that was so fun. i have purchased products from his website in the past. i even attended a brilliant brithday party where all the activities were steven spangler science activities. so i had really high hopes.but rather than being a fun science kit, this ends up being really a sales sampler of products. there isn't enough to really do anything with. and while the products are fun, the scientific value is less than the entertainment value. i would recommend the be amazing big bag of science over this.that is really disappointing because we have loved this brand in the past.",Negative, 0.15384615384615385,loved craze fun brilliant fun enough fun value value recommend amazing disappointing loved,Positive
"this has a number of experiment ideas that can be done fairly easily to help interest children in science.  when i first got this box, i wondered if there was anything in it because it was so light &#8211; maybe a couple of cups and a couple of pieces of paper?  there was slightly more than that in the box.one small bag of powder to make instant snow.15 superabsorbent crystals5 spheres (?)5g garbled marbles1 package fizzing tablets (11, looks like easter egg dyes.)3 plastic cups (ketchup holder )like3 pipettes3 (plastic) test tubes1 (small) color wheel1 9 well mixing tray (think miniature egg holder, plastic)1 measuring scoop1 test tube holder1 set of instructionseverything else that you need to do the experiments are common household objects, except maybe the plastic shoe box.  if they had actually put all of the parts in that plastic container, this could have been more useful.the most useful part of this kit is the instructions but i don't see anything here that couldn't be found on the internet.",Negative, 0,fairly easily help interest light like well useful,Positive
"this kit looks promising on the outside, but on the inside it is a disappointment. others reviews discuss the experiments being dull or repetitive, having to get a bunch of other ingredients, and the overall cheapness of the set and that is all true, at least to some extent.my main gripe is the supporting materials. there is a six page black and white guide that comes with the kit. one page is just the cover and 1/2 of the last is empty, so you end up with 4-1/2 pages to discuss the lab procedure and all the ""science"" in kit. it is formatted like a poor office memo and has no pictures, worksheets, or anything else. 2/3 of a page is spent calling test tubes ""baby soda bottles"" and saying you can put water and glitter in them or other random things. i think it is supposed to make science approachable, but it falls flat. the sum of the science (""how does it work"") is about 1/2 page.even with the paucity of materials in the kit, it could be good if there were supporting materials. for example, have a few illustrations showing how to do each experiment. in the ""how does it work"", show a picture of a polymer and show how it looks with and without water. have a section to ask kids to write down things (sketch, size, weight) before and after. add color (one or two at least, maybe full?). this is pretty basic stuff that any supplier of educational materials should know about.as it is, it is disappointing all around.edit: as i put away the box i saw ""more than 25 activities"". i looked over the manual and there doesn't appear to be 25 activities .... unless you count the trivial things. for example, there is 2/3 of a page describing the test tubes and it lists 7 ""activities"" such as ""discovery tube - use a baby soda bottle to collect all sorts of goodies on you next nature walk.; time capsule - use a baby soda bottle as a weatherproof time capsule or secret message holder; ..."" the original exercise is basically looking at the test tube, so at least eight of the 24 activities are trivial just on this one page. the rest aren't much better. i think my 2-star review might be a bit generous.",Negative, 0.3333333333333333,promising disappointment dull repetitive gripe supporting guide like poor water glitter falls work paucity good supporting work water add pretty disappointing trivial discovery time time original trivial rest better generous,Negative
