Text,Label,Predicted Senti,Predicted Score 
"certainly charming if you want a very special holiday, book here quickly before you retire from the hard-working christa in order to get the rest you really deserve. it will warmly welcome you, give you complete personal care, fulfill all your requests and provide you with any information you want about this extraordinary island. accomodation in the magnificent, distinctive caves is first class: comfortable beds, well-equipped kitchen and shower room. everything has great touches, and the cleanliness is a skilled maid who comes every day to change the covers and clean carefully. the best time is when sitting on the balcony amid beautifully cared for flowers, looking at the amazing volcanic landmark and watching the cliffs change to pink as the sun sets. in fact it is so special that you may leave the beach early to return to the charm of your balcony. there are hundreds of steps down stairs and then going up again, and breakfast is not served with such a good kitchen, who would need it? there is no swimming pool with the aegean sea that surrounds you, who needs it too. if any of these matters cause you, you will not be able to enjoy the magic of ares caves. but you will be the loser. additional tip: you will be encouraged to take a trip to the local volcano. the boat trip around the volcanic landmark is wonderful, but the volcano itself is a disappointment. you have to take a steep path for half an hour in the heat, and then search for some brown stones. there is no swimming pool with steam bubbles, not even any trace of smoke. you have to wait for iceland or new zealand to arrive
",Positive,Positive,0.019476803
"quiet location. cleanliness and location. the time of the exit told us that there is no worker carrying bags from the room except after a few minutes because the time is the time to leave .. he was surprised by a hotel of this size unable to increase work during this hour since they already know that there is pressure which we had to carry our bags as women ourselves
",Positive,Negative,0.57493895
"very comfortable and experience i wish to repeat. almost everything..free childcare is really cool. the view of the haram is very limited .. it must be mentioned when booking the cost of parking is very high, riyals / day, i hope to reduce it
",Positive,Positive,0.049733758
"good . . turnip openness
",Positive,Positive,0.010831423
"i heard if i called alive, but there is no life for those who call ..
",Positive,Positive,0.10776908
"comfort and beauty at the hilton walk. . need alone, not long waiting for the pans
",Positive,Positive,0.009969055
"beautiful views of the nile we stayed here in our second week in june after we sailed the first week in the nile, so we wanted a place not far from the resort so we do not have to wander away and this hotel was independent in itself so it was perfect because it contains three or four restaurants in the place to choose from among them, and the facilities are expected to be three-star. the hotel enjoys a great location directly overlooking the nile, where many falconry trips sail from the other side, and we can also see hot air balloons springing on the horizon; these two scenes are beautiful scenery alike. we were lucky enough to be moved to rooms overlooking the nile that were a bonus ... although i never imagined that the rooms overlooking the pool would be so beautiful. everything in the hotel was clean and comfortable, but i am obliged to provide a negative comment about the staff of the guards in the main restaurant ... many of them were rude and rude and did not serve you well unless i gave them a good tip on a daily basis, but in general it is a good hotel.
",Positive,Positive,0.26339585
"from books that leave your soul. i love cvs, because i live in them. i was ashamed of myself while i was in front of a book for a great woman like mrs. mary. she left her soul for knowledge .. until her husband supported her with all he could. for her sincerity, she gave us a living and uplifting model of a woman who fought under the control of men. reading is more fruitful than just a review
",Positive,Positive,0.13958415
"exceptional. . the hotel has no insulation
",Positive,Positive,1.095566e-06
"the real writer is the one who attracts you to the world of his letters from the first pages of his book until you reach the end that you did not want to reach her so quickly .. mashary al-abeed .. thank you for the story: ghayeb. because you absent me from the world around me ... righteous
",Positive,Positive,0.11097656
"excellent. the reception crew is the highest in respect and humility.
",Positive,Positive,0.0007593861
"wonderful. . brands
",Positive,Positive,1.5495752e-06
"comfortable . good handling of workers. the lack of the arabic language in workers
",Positive,Positive,0.025105918
"very cool and fun.
",Positive,Positive,2.225118e-06
"the city of jammamilla is as life in the future. the bed was comfortable and breakfast was not free with the room. somewhat expensive, coffee and hotel services are not available yet
",Positive,Positive,0.12116009
"good. to kindness. the place has buildings that are built during the day that can be annoying due to construction
",Positive,Negative,0.51281816
"a book is a collection of articles for dr. ahmed khaled tawfiq, the man who brings ideas from the airy shamkh ... the thread linking all these very cute articles..is a critique of the qualities of most of us and the stranger that we see only in those around us ... the great one says ... whoever has a home from azaz .... he also reminds me of the wisdom that says why do you not blame in people o wise man, he said i was busy with my faults about the faults of people ... the writer criticizes himself and those around him with utmost candor and circumstance .... you will not be able to curb a laugh that escapes you in some places of the book ... i laughed very much as i envisioned the dog of the writer&#39;s children ... the siberian origin who cuts the newspapers to fatafeat before he touched land:. neither his friend hassan, who could not write his name without spelling errors هه هه لاحظ لاحظ لاحظ notice that the name is a metaphor for the author about his friend&#39;s extreme ignorance, and the worst is that he wanted to participate in university elections as a representative of the cultural committee
",Positive,Negative,0.5331685
"he is the last dreamer in a world that preys on dreams. he did not change reality, but its effect will not be erased from souls. the world does not need advice, but to set an example. all fools do not stop talking. . we will not have what we live for .. if we have nothing to die for. . guevara is dead men
",Positive,Negative,0.6914546
"a beautiful place with all the best greetings. my family and i spent days at the sofitel, it was a wonderful and beautiful stay, the hotel staff are friendly, the pools are wonderful, the beach is more than wonderful, the sand is clean and soft, red and pink in color and the small colorful fish accompany you in swimming and diving. the services and facilities are great, the building is beautiful and ancient, the rooms are spacious, clean and have a beautiful view, the children&#39;s programs and the children&#39;s playground as well. the staff of the hotel is more than amazing .... what made my review deficient is the kitchen .... it would be nice if there was an egyptian identity for the restaurant clearly defined, focusing on seafood and salads. an experience that i want to repeat soon, and if there was a big hot or warm pool i would have visited this place all year round. sauna or hot jacuzzi is not enough, if you work on heating the water in the outdoor pools, the sun often does not go away and heating the water is neither difficult nor expensive. i advise everyone to visit sofitel taba and relax in it because it is a suitable place for adults and children alike. greetings to all workers at the sofitel taba, in particular ibrahim effat. dr. ali tawalbeh
",Positive,Positive,0.06174248
"excellent, excellent, and a good transfer in the field of restaurants in amman. frankly, the pizza was very excellent, especially the flavor of natural wood and the presence of a specialized italian chef. frankly, the restaurant in general is excellent, but lacks diversity in pasta and the addition of other italian food.
",Positive,Positive,0.034453493
"good. the location of the hotel is close to shopping and services. lack of adequate parking for the hotel
",Positive,Negative,0.8463134
"a wonderful classic novel that tells the last days of christ&#39;s life in a profound philosophical way in which the writer analyzes many social ideas, dialectical theses, and
",Positive,Positive,0.12524752
"overall comfortable stay. calm and services. the amount is exaggerated compared to the site
",Positive,Positive,0.17299274
"suitable for families and conservative families. insulators are weak and allow inconvenience from the outside, mentioning that there is a free juice drink that i did not get. toiletries are incomplete
",Positive,Negative,0.758483
"sinan anton rewrites the iraqi pain in a different way, and covers many of the political opinions believed in the characters of this work, and guides the reader in a sophisticated manner towards the ugliness of the killing. youssef. one of the few voices that i liked about the novel, despite the aesthetic of the narrative construction in this work, but i did not contact the people. i was satisfied with communicating with youssef because he was rich with beautiful words ... a narration that tells of the murderous sectarianism that tore iraq, the voice of iraqi sorrow became clear in the works of iraqi novelists they believed in difference and believed in intellectual controversy at some time. death is present, killing has become a feature of difference, intellectual differences no longer exist in their gorgeous form, but rather killing and death in the human arena ... i content myself with this amount and leave the rest to the deficient reader who is able to understand the symbols that sinan spread here and there, the hidden words and hidden messages that he sent to future generations ... =. were some people very superficial, or only i who felt this way? i could not touch them, despite the size of their aches.
",Positive,Positive,0.17085762
"if we take into account that it is the beginnings of ibrahim issa’s novels and also the standard time in which he wrote the novel, which is a day, this story preceded the reality a lot, even if the end did not like me, as there are some unexplained events that i can almost say, i am illogical but it is a readable novel to understand slightly
",Positive,Negative,0.9251802
"the hotel is comfortable and its price is ok. the room is equipped with items the guest needs. unavailability of parking until the cars were withdrawn in front of the hotel without warning that the parking is subject to withdrawal, as there is no washing machine
",Positive,Positive,0.25802228
"the hotel is good, clean and the service is excellent. breakfast is excellent and the bed is very good.
",Positive,Positive,0.009176457
"comfortable hotel. strategic location for families and easy to find place.
",Positive,Positive,0.012859195
"good job fast service, good reception, good cooperation with us, all plate accessories you have, special information and guidance for the campus available, and your good location is the reason for its convenience. we thank you and appreciate your cooperation to us, as long as hassan hassanein.
",Positive,Positive,0.007824835
"sharzimah al-rawaa hotel in terms of services, comfort and cleanliness, i advise you in which you spent a very enjoyable time. cleanliness, good services, together with guests and wi-fi.
",Positive,Positive,0.014121411
"wonderful. excellent resort, location and services, overlooking the sea. free internet access is not available and the resort does not deserve stars
",Positive,Positive,0.014751702
"good. service, location, bed and lighting. sometimes exaggerates the prices
",Positive,Positive,0.2288835
"i am now reminded of the words of sheikh shaarawi, may god have mercy on him:. the sufi was the one who purified god, so god forgave him and he became a mystic; he remained dear and loved. suhrawardi. the son of a rodent. ibn al-arabi. ezz bin abdul salam. in one version ... o lovers of beauty, communicate and communicate, and if the hypocrisy is rude, let honesty be valiant. it is true beauty ... beauty fills the soul with divine love ... and gives the heart a bit of calm and tranquility ... no wonder about that, as this is the natural effect of god&#39;s love on any soul ..
",Positive,Positive,0.058762
"a very wonderful and painful book at the same time, a lot of things in it touched me personally, most of the issues mentioned suffer from many women and are still ... pain a lot last chapter related to living models of women who suffer from conflict and difficult conditions for her heart to break and her back broken .. this is the first book i read to the doctor despite my great admiration for her.
",Positive,Positive,0.085255176
"exceptional. everything. sometimes delayed cleaning
",Positive,Positive,0.00017494638
"excellent . i very much liked the sophistication and treatment of the reception staff all of them especially brother nasser and his colleagues in the call center quickly in response to a bunch of speeches searching for the comfort of the guests wooing them, to achieve the right very wonderful very thank the administration for choosing such employees, in addition to the workers who are all wonderful, the furniture was very beautiful . the lack of a business center consisting of a free computer for guests to do some of their own work in addition to the morning breakfast the hotel level was not very tasty but it was not diversified in the required form it lacks some very simple things and my evaluation is from, the hotel parking was supposed to be an organization
",Positive,Positive,0.10195932
"the last part of the triple and the least glow
",Positive,Negative,0.9195207
"very comfortable.. . everything is beautiful. there is no bidet in the bathroom
",Positive,Positive,0.010477596
"very very fun. at first, i did not like it, but on average it was addictive. the puzzle of the blue jar made me laugh in the end. i am now at the home of filomel. me back after finishing. . thanks be to god ..
",Positive,Positive,0.081863284
"although i am addicted to the degree of mania; but it is very rare when i find a need that i can describe as a real literary creativity case in depicting human relations with all their contradictions, the dark political future, the consistency of events and the genius of the description in all of the above ... glory to the exit door: a message ali filled with unexpected joy .... glory to the genius ezzedine shukri fashir ...
",Positive,Positive,0.027601948
"a case of nostalgia, literally passed through portions of it, as the writer lived. three stars of the narration and a star of the state of memories that the author reminded me of
",Positive,Negative,0.7607537
"a good place to stay. good place. nothing
",Positive,Positive,0.08934356
"a book very mocked laughing hysterically and i read it::. the combination of horror and comedy is impressive in stories and we can call it. comedy horror::. :
",Positive,Positive,0.31956118
"i fought alone, in the wind, dream of justice. o wretched prince,. i went alone in the wind dreaming of justice. o prince of the dreamers
",Positive,Positive,0.03398127
"cute this writer, even in the term ache. his words are beautiful, but my scent on the paper version is full of drawings that do not rise to the level of ghazi al-qossabi.
",Positive,Negative,0.9610786
"despite so many pictures, there are martyrs they have never been photographed. their only picture is taken after death. she wept because some of the pictures were not like them, because their faces were deformed by bullets and shrapnel, and by death. . what compels us to sing at the funerals of our martyrs is the one who killed them. the shell came directly to him, a tank shell and flew his face. no one knew him, then they knew him from his clothes, are the clothes clearer than the faces? . full of pain and hope. life and death. full of palestine and everything looks like palestine. ibrahim nasrallah says god created the horse from the wind, the man from the dust, and the houses from the people of the time of white horses. but it is not only the homes that are created by humans. stories like this are also created from humans and human remains. and all that has been passed by and passed by them are created from the dust that you clung to and finally hung under it. created from their moments, joy, and motherhood all. and something from them, houses, horses, and everything. they breathe in them forever to breathe their heavy sorrows that do not die by their death and are born every time we read them within the words of a story created from them. filled with palestine and all that was filled with it and its people and all that was filled with it and filled with it from them. we had more hearts to accommodate all these exponents
",Positive,Positive,0.074085616
"one of the best hotels i have inhabited. i liked the hotel&#39;s decorations from the lobby to the room, something beautiful, similar to the garden hotel in china’s aquanzo, from the fragrant smell of roses placed at the entrance to the hotel. in a hotel of this beauty after the chinese hotel. there is nothing amazing
",Positive,Positive,0.15906294
"very beautiful and wonderful content in his name, but i recommend reading it from a verified version:
",Positive,Positive,0.013642172
"from what i read the coolest. i benefit a lot. it is easy to find yourself in the four characters, but more importantly, you do not find yourself worse than them. i benefited a lot from the story. overcome your fears
",Positive,Negative,0.95611787
"good. the hotel is economical and is located in the heart of the capital, riyadh, and the staff is good. the general standard of the hotel corresponds to its pricing and is close to hospitals, where the loan from the visit was to review the hospital.
",Positive,Positive,0.047484856
"of the novels that dazzle you, arouse your enthusiasm, and thinks that it is the best that you have read, but once you close it and with only one day passing by reading it you forget .. but few are the stories that make you stand in front of it amazed, stunned, make you think, change, change your perception of all things around you. you are raised to the top to see the foundations of the highest, purest and purest selves, to see the truth clearly and clearly. you see rampant mold in everything around you, shocked by the fact that the mold comes not only from those around you, but also from within you. some of the novels are what you can express our feelings: joy, sadness, crying, fear, hope .. you feel it while reading it, so that you can touch it inside you, make yourself confused while you cry with heroes, laugh with them and grieve with them. but few are the stories that frighten you. it is not the horror you feel when reading novels by stephen king or adgar alan poe. or what you feel while reading any novel that talks about ghosts and werewolves. rather, it is your horror while reading a symbolic philosophical novel. the horror that causes you to fear the same fate is what befell the protagonists. after every page, you are afraid to lose your sight or drown in that milky river as the author described it. sarmago terrified me. the length of my reading of the novel and my eyes are wide open, perhaps due to the ugliness of events, or perhaps it is an instinctive movement for fear of meeting the same fate. how did he manage this suffering and tragedy with this creativity? how to plot plot and events, make you see them in front of you, and live inside them. the novel demonstrated the human nature of man, making him lose only one of his senses, to reveal his instincts, animal nature, and selfishness. he is going wandering on his face, without organization, his first and last concern is to satisfy his instincts. and if he has some power, his second concern is power and control. was it strange that this woman was the only one who did not lose sight? how can an epidemic approach an angel like her, an angel who feels his responsibility and duty is to help those others who cannot help themselves. you don&#39;t feel like they&#39;re being helped or helped, but rather it&#39;s the call of duty. it is the reason why her eyes remained healthy for him. like a mother who holds the hand of her child to love without falling down, hold your hand to guide you, so that your eyes are no longer able to see. like a mother who cleans her baby without disgusting or regretted, she cleanses you of all that is attached to you from the fossil dirt. like a mother who roars when the danger approaches her children, she is killed if it is the only option to defend her group ... like a mother who still feels the responsibility towards her children even after they grow up, she still feels her responsibility towards her group, her protection and feeding ... how a pandemic like this to approach from the mass of tenderness, courage and giving like her? his description of city life by the black gangster terrified me. such an epidemic may reveal the dirty side of the human being, and it may turn a city upside down. he might return it to the first primitive ... his description of their condition without water and food made me wonder, how did the first humans live? it seems easy to get used to the difficulty of life when you find it as it is, but after you and your body get used to progress and technology, it is difficult for you to deal with nature alone. you cannot wait for rain, do not eat flowers and tree leaves, nor search for water wells and cavities. it becomes impossible for you to deal with nature face to face without stages separating you. tired but after i finished reading it, i feel that i have become more visionary than before; perhaps it is the insight that sarmago makes you realize and takes your hand to make you touch it inside you, or maybe it is only an appreciation of these eyes, after what you saw from the scourge of blindness. i don’t know exactly, but all i realize is that it changed something internal .. creativity is embodied in words. done
",Positive,Positive,0.32660875
"the hotel is sweet and comfortable. there is nothing wrong. knock the door of the room early in the morning. please put a paper. do not disturb
",Positive,Positive,0.09093084
"a book that made me confused about my confusion, does a person spend his life day after day, or stands up to build a decent life, either a decent life or death, writes the planets as if he lives between us and witnesses our condition, i wonder how he drew that picture in the last century, i see him what he would do if he was living now and witnessing all of this tyranny, and how do young people lose their vigor and determination day after day as they face this sweeping flow of thieves who are free in broad daylight? see what he would do. he sees us submissive, deprived of pride and dignity like this .. in my view, i see the first and most important reason for complacency and despotism is education, education in its three main aspects moral education, religious education and scientific education, the fall of education led to individuals accepting submission to other than god, contentment with humiliation for life, this is because they do not understand freedom and appreciate its value, so how do you ask a bird that has been trapped in the cage since its inception to fly and fly in the sky until it opens the door to the cage in front of it, that he does not know how to fly and does not realize his pleasure and the beauty of flying away from the cage and so man, he lost some basic values that raised him to submit and the millet he was satisfied with it until he became palatable .. as for the solutions that he presented, some agreed, and some did not. the most severe thing i agree with is the presence of an alternative solution, otherwise we fall into another tyranny in a new form and a different color, but in the end it is also darkness, but i disagree with him that the solution must be from time soft and this is what differed in it. when he found the alternative solution, he must confront tyranny with full force, determination and decisiveness. the people of the oppressors must be cut off ... in general, a wonderful book that helps you reflect on the negligence in which we live as a nation, as groups and as individuals.
",Positive,Positive,0.40187198
"a beautiful spiritual book bearing one message. god is everything and above everything and greater than everything. no god but you . what is the most beautiful ritual in which the book was sealed and what its thinner ... my lord, i do not complain, but i hope ... i hope your mercy that expanded everything to help me ... you who expanded your throne of the heavens and the earth ... o lord, i swore you my weakness and your strength ... i swore to you with my helplessness and power ... except for you made me a way out of my oppression to my light ... and from my light to your light ... glory be to you there is no god but you ... my god ... grant us your fear, put death in our eyes ... nothing deserves crying except for deprivation of you ... and i am truly sad except for grief on you ... you are the truth..you are what we see of beauty ... wherever an eye looks or listens to an ear or shave the imagination .. there is no god but you glory be to you ... if you were unjust ... may god rest his soul, may god rest his soul, dr. mustafa mahmoud.
",Positive,Positive,0.118524894
"exceptional. the hotel is neat and clean and all thanks and appreciation especially to the cleaners.
",Positive,Positive,0.00030252457
"very good. the place. swimming pool
",Positive,Positive,0.011500167
"good. . the lack of parking at the hotel all the time, which causes a big problem in searching for a position, especially next to the campus
",Positive,Positive,0.42209497
"apartments have great views and excellent location in the marina. i had a situation that confused me, i am the main city premier fitter who is on sheikh zayed road near the dubai mall. he booked exactly after a long story i went to this hotel and it has many advantages: it is located in the marina and very close to the mall. it has a very wonderful view and i recommend taking an apartment with two bedrooms because it has a fairy and beautiful view and the lounge area is very large, and the floor is parquet, according to my knowledge the apartment with a room one bedroom has a side view, not a look dictating with the balcony of the same two-room apartment. near the hotel to the gpr promenade by car, almost minutes. there is an outdoor swimming pool that i have not tried next to the hotel, just a minute&#39;s walk away, a supermarket, as well as a shawarma doner kebab restaurant. in these restaurants, a strong hookah smell is also close to the hotel and the mall has a small marina for boats. it can take you a cruise. the hotel is distinguished because it provides you with all needs and all electrical appliances are available. they saw with us in albuquerade our brothers from egypt .. the place is very far from the dubai mall and the streets are crowded and it takes time to arrive for that which is planned to go to the dubai mall is necessary to come out early or not live in the hotel let him go to the second branch that is on sheikh zayed road but it is closer to other things so your choice of the site must depending on your trip plans, the negative thing for me may be positive for you, the lobby is very small.
",Positive,Positive,0.14416431
"good. technology in the use of lighting and demand not to disturb and high quality bed and television variety channels and bathroom design method is wonderful and very comfortable and the elevator system that does not climb only through the room key there are no intruders in the same role, and the most beautiful is the view from the room on the city and the burj khalifa more than wonderful. the bedspreads were not clean and the duvet was also very surprising, as it is completely opposite to the rest of the hotel services, and it may be the only negative thing
",Positive,Positive,0.01881185
"to resist means. make sure the heart is healthy. and the testes. and the disease that is rooted in you. hope disease
",Positive,Positive,0.101763554
"i loved the book very very much and felt a beautiful feeling as i read it, felt the words close to my heart and their impact on me. i paused a lot of his deep reflections in addition to his high-end language ... it is impossible to read this book without being literally, linguistically, religiously, and in general culturally beneficial. the first book i read for sheikh ali al-tantawi and it will not be the last, god willing ...
",Positive,Positive,0.20359872
"what caught my attention and my anger together is the ability of man to endure and the hobby of hope to open the gates of pain to its owner. the homeland in the novel is the engine of hope, the search for it, and its pursuit of the cause of the unhappiness of the protagonists.
",Positive,Positive,0.12125569
"excellent. the location is beautiful and the hotel is quiet. comfort. service level is excellent. nothing
",Positive,Positive,0.0046819313
"fine hotel in the full sense of the word. everything was perfect. nothing
",Positive,Positive,0.05521285
"the writer was exposed to the questions that were repeated in his mind, the difficulties he faced in the beginning of islam and how he was able to overcome them and the situation of the islamic community in america. the book needs to focus while reading .. my reading of the book changed my view of many things in the field of dealing with non-muslims, despite my lack of agreement with the author on some matters. the book contains important information, especially for those dealing with non-muslims or modern islam
",Positive,Positive,0.4317451
"alcohol is no longer really drunk with a wonderful, deep and light narration at the same time. the language is smooth, neither eloquent nor colloquial, the style is good. i did not feel any boredom. how sweet it is to pass more than sixty years and you are in your place, i liked the succession of generations, i have always lived with every character. nour al-din hussam munira started a generation of all differences. cain, dressed up abel, most beautifully scared me so unfortunately i understood. i noticed that this era did not differ from the era of abdel nasser in the dictatorial aspect. i learned that a good plant when it grows does not produce anything other than good, even if it goes through difficult circumstances. i did not like the excessive personality of basil and his relationships. the end is the good plant, dazzled
",Positive,Positive,0.12402291
"overall an excellent hotel. tranquility, cleanliness, parking, basement. my reservation was canceled by the reservation before i arrived, knowing that i arrived at exactly at noon and after arguing, my reservation was replaced by two separate rooms and my reservation was two rooms, a hall, and a kitchen, which caused me inconvenience wi-fi is not free
",Positive,Positive,0.15926442
"a wonderful book .. a simple explanation and explanation for those who call for separating religion from politics and making it secular by pure ignorance and repeating secularism and they do not understand anything
",Positive,Negative,0.61948776
"i cannot describe the greatness of this book,
",Positive,Positive,0.07942824
"one of the best novels that i read so hard is something very masterpiece, and the best thing about it is that it is really very realistic, as it is an epidemic of morals, as people considered it in the novel. they will commit suicide and panic, that god did not recognize us from him, and he will return to us what was lost from the tunnel. indeed, hypocrisy has come out, is the cause of all the problems. these world leaders who lead the world to perdition, which they call politicians who appear other than what they know, and say what they do not announce the deceiving people who mislead people into the darkness of hypocrisy and the darkness of hypocrisy. indeed, it is the hypocrisy of winning and the epidemic of morality
",Positive,Positive,0.018530648
".. oh, women’s soreness .. oh and a thousand ah
",Positive,Positive,0.4092607
"this is the first time that i write a comment about one of the novels that i read despite the small number ... wonderful, it is razavi ashour ... despite the large number of characters in the novel, but you coexist with each person with the same amount of love and attachment starting from abu jaafar and umm jaafar and bliss to salima, hassan, saad, and the appearance of the beautiful mary in the midst of events and fall in love with his rose and kawthar ... a generation delivers you to a generation and moves from a city to a city without feeling distracted or bored ... you live their love and joy and their concern is like you the protagonist of the long life, granada is crying as ali and maryam cried.
",Positive,Positive,0.0076572206
"good. the price is excellent. there are no positions
",Positive,Positive,0.0043899706
"very beautiful, create a mahmoud mahmoud bakry, and an unexpected end
",Positive,Positive,0.009216787
"it is the narration as it should be. talal faisal presented it in a way that made the characters read with me what was written on their tongue and told me their experience with naguib surour. all their feelings came to me from the love of his wife, the hatred of his brother, and the respect of dr. jalal to him and his greatness, najib. sorour, who is the most wise of our time. because my acquaintance with nagib sorour before the novel was not more than an illiterate poem, so the narration was an important reason, so my idea of his personality was completely changed. we answer sorour. once i finished it, i read an office that was necessary and yassin’s play was wonderful, in addition to a narration without his queens and after information about the khursa brigade and abu al-ula al-maarri the novel was an introduction to the life of naguib surour. the views of naguib sorour impressed me on those who considered the great people of this era, from salah juheen, naguib mahfouz and abdel wahab, and even umm kulthum and abdel halim, and i was more impressed by the strength of the dialogue that took place between naguib surur and naguib mahfouz in the abbasid hospital and detailing his famous recording session of the illiterate poem. i consider pleasure story the best documentary novel of a biography that i read in my life. i do not see any candidate better than talal faisal to write a similar one on the story of my life if i reach this limit of importance someday.
",Positive,Positive,0.15341832
"a novel that inhabits every girl. i created ahlam mostaghanemi in this novel as usual
",Positive,Positive,0.28804588
"exceptional. . the lack of parking parking i
",Positive,Positive,0.00028206632
"i hadn&#39;t read to emily previously and it happened by beautiful chance, regardless of emily and i will not talk about it, as it spoiled genius. turktera tash was seeing life from a black and radiant detail window, and not everyone saw radiation. the novel is very strong and the papers are full of genius water, i am not very much dazzled, but i think i will not be very dazzled after reading this beautiful bad novel.
",Positive,Positive,0.077824906
"when we meditate, we will discover something beautiful and amazing ... not necessarily an invention ... perhaps even more beautiful than that. ... a smile that we did not notice ... or a heart that we had not felt before ...
",Positive,Positive,0.0288007
"the most beautiful hotels in jeddah. the entry procedures are very fast as well as the exit. there is no
",Positive,Positive,0.0063017095
"the only thing that prevented me from reading this book in one go .. it is between a while and the other. the sarcastic writing in his simple, naughty style ... what i liked most about this book .. was recognized by the new muslims .. and like egypt is almost like a ball .. and a way to get rid of the book .. and a paragraph describing the girl of his dreams .. the book in its entirety is very cool for anyone who loves tipping ... and loves to ridicule the situation of the country and people ..
",Positive,Negative,0.5955392
"wonderful ... one of the greatest readings of my life
",Positive,Positive,0.0001760953
"good. comfortable and value for service, good and clean. the services provided do not rise to a four-star rating service. the cafeteria, restaurant, buffet, reception, room and bathroom services are all very normal classification. less than three stars, please develop.
",Positive,Negative,0.90324926
"its effect is raaaaaaaaaae. very interesting book. especially the forgetting phone
",Positive,Positive,0.12722608
"you do not read the owner of the shadows here. you read for the agonized lover at one time and for the lover companion at another time .. although the story was written at the beginning of his literary career, it was filled with deep philosophy, intellectual reflections, and careful analysis of many passing situations, but his literary style here was the weakest.
",Positive,Positive,0.19378616
"enjoyable stay. comforts.
",Positive,Positive,5.008685e-05
"an interesting and realistic novel, but it can be summarized in less than a page .. why all these details that lead the reader to the desire to skip and overlook some lines
",Positive,Positive,0.3390631
"nice experience. . the food was excellent for both lunch and breakfast. when i arrived i wanted to cancel the reservation for the third room and was not allowed to do so. the amount shown on the reservation site is not a lump sum without taxes and this is bad because the amount you paid is more.
",Positive,Negative,0.7235865
"the second book i read for mustafa mahmoud..and as usual, the book is wonderful and opens doors in the mind i thought of it closed or forbidden jayes and the most beautiful distinctive need in the style of mustafa mahmoud in general the extreme simplicity in dealing with complicated topics such as de but in order to repeat and lengthen some points and get away from the topic sometimes, but the overall book is very useful and worth reading
",Positive,Positive,0.10768934
"sultanate of oman haitham al-badi. everything. nothing
",Positive,Negative,0.92227334
"much more beautiful than expected new year&#39;s party .. the place looks beautiful and the party is very organized .. the place is large and has extensive gardens and a huge swimming pool .. all the staff were friendly and also responsible for the guest relations, which provided us with the data that needed to know and in fact the the previous comment is what made me remember her name. i think she is the same girl forbade .. my friends and i had good times there with good memories.
",Positive,Positive,0.19152465
"imaginary . everything. the room is in the room
",Positive,Positive,0.018900331
"good. transportation, area of the rooms, frequent fingers, parking and family comfort. not having enough insulation between the rooms and the bathroom is not good enough
",Positive,Positive,0.06635975
"one of the most important reasons for enjoying travel. the place of residence is one of the most important reasons for enjoying travel. the place of residence. i stayed in the hotel for one night with a suite and two executive rooms. six people. the hotel is new, clean, quiet and overlooks the bosphorus.
",Positive,Positive,0.43861485
"i know love but. i chanted, i am waiting. my lips dried up. and my soul withered. and the body is gaara. in my forests, a wound that does not heal. and in my desert there is no flame. when my poet. a desert is extinguished. and when my forests complete an explosion. i have prepared my heart for you. and from love a jacket. she pondered over. and i got hurt again. if your pulse fired bullets. and your songs howling. your feelings are dead. and your wishes are prisoners. and if you are a relic. from ash and shrapnel. wind blows it slowly and scatter it. you never know what love is. and i was in vain waiting for. . god&#39;s mercy on your heart, female. i do not apologize. i know love, but. i had no choice. the flood of sorrow was wasting my chest. and love was a fire ..... hid. it was sun. and he disappeared when the night folded during the day. a bird was singing over my cilia. when the hunter came, he flew. oh if the rulers were not fired. in my skin dogs compete. oh if they didn&#39;t fill my blood stream with oil. my breath is dust. oh if they hadn&#39;t planted tears. spies on my eyes. oh if they didn&#39;t apply the blockade around me. i revealed my poems to my grandfather. just as a cloud is dissolved in deserts. and sheathed magic in slaughter. and in the gap. and in the chest. and in all parts of the cold and free. and it lit the sailors. and for the stones. i hid a woman in my pocket. and nizara was abolished. i know the love i am. but my love. he died hanging from an arterial cord. the dungeon of my heart. do not think that he died a suicide .. do not think that dalia dried up. it did not bear fruit. do not think it is love like a mess. if he had an effort to walk to sara. do not think and forgive him and me. i play tears. and i am bloodied. i live in remembrance. i have no time in my secret. to sing for drunks. please excuse me. if i switched off my melodies. and i dropped the curtain. .... i do not have a false heart
",Positive,Positive,0.45961872
"nice experience and i will be back again. the breakfast is delicious and the place is great and beautiful. parking
",Positive,Positive,0.003440629
"when the professor talks, everyone should be silent, and silence is forbidden in the beauty of beauty ... what is this magnificence in photography .. i did not find the most wonderful of him in describing the human soul&#39;s theses .. one of the most beautiful stories that i read ...
",Positive,Positive,0.007535468
"i recommend the hotel and i will repeat the experience later, god willing. everything and thanks are due to brother yusuf, whom i have not had the chance to meet despite his efforts with us. the absence of paintings on dubai roads indicating the festival city area
",Positive,Positive,0.021533376
"i recommend it to families. surprised at some of the comments, i lived in the hotel and found it very wonderful. fast login and faster exit, the presence of wonderful balconies and views, and in the eighth floor there is a section for children, a nursery, games and special programs for them and the presence of a swimming pool for adults and children. excellent hygiene despite the fact that the furniture is an old model and needs renewal. the size of the rooms and i do not recommend listening to some exaggerated negative opinions. i also wish the hotel management to reconsider the pricing.
",Positive,Positive,0.13807155
"exceptional. great and cheap hotel suitable for families there are no wines or discos in the hotel more than ten times i live in my favorite hotel. nothing
",Positive,Positive,0.016128104
