Text,Label,Predicted Senti 
"ضعيف. . أخذ رسوم مواقف سيارات ريال باليوم الخدمة ضعيفة
",Negative,Negative
"ضعيف جدا. . المكان غير نظيف وفيه حشرات بانواعها وموقد الغاز من المفترض يكون كهرباء والسعر م يستحق المكان ولا يمكن زياره المكان مرا اخرى .
",Negative,Negative
"رواية سيئة لا تتميز باى شىء غير الملل الشديد فى راى الشخصى يوسف زيدان كاتب الرواية الواحدة حتى الان عزازيل
",Negative,Negative
"نصفه جميل جدا، و الآخر الذي يضم قصصنا القديمة بحياكة جديدة بارد جدا.
",Negative,Positive
"سىء . سىء جدا. النظافة الموقع الطعام سىء لا شىء جيد ابدا
",Negative,Negative
"ضعيف. الفندق بمبنى قديم ومتهالك ولايرقى لاسم توليب ان. وصخ وصغير والاثاث قديم
",Negative,Negative
"خيبة أمل وصدمة غير متوقعه . موقع الفندق قي جزيرة النخلة واطلالته على البحر . كان الموظفون سيئون جدا في تعاملهم وكأنهم يعملون في فندق نجوم اضافة الى عدم وجو. نظافه بالشكل المطلوب كما ان تنوع الاكل في الغداء مثلا كان بسيطا كنت اتوقع انني سأقضي ايام سعيدة لكن للاسف اصبت بخيبة أمل كبيرة
",Negative,Negative
"رحله غير جيدة . . الاكل سيئ المقهى سيئ الاثاث سيئ
",Negative,Negative
"ظللت أجاهد أسبوعا كاملا قرأها على غير عادتي في قراءة الروايات ...لا أنكر بأن أدب السجون يروقني كثيرا، لكن هذه الرواية وقعت في الفخ ، لم تنضج لتكون قصة حب .. ولم تستقر لتكون مأساة في السجن هي رواية بين بين لم تستطع ترجيح كفة على أخرى ولا أعرف كيف فازت بالبوكر ؟ . لا أنكر بأن التشبيهات والتصويرات جميلة لكن هذا لا يشفع لها بالحصول على جائزة مملة حد الكآبة قرأتها من البداية وحتى الصفحة على فترات متقطعة لم أجد فيها مايشد سوى تشبيهات جميلة قد توجد في أي كتاب آخر . يرتفع رتم الرواية قليلا بعد ويجبرك لإكمالها . يوجد تفاصيل مقززة لا أدري لماذا تم ادراجها في الرواية جعلتني أتجاوز بعض الصفحات . بشكل عام الرواية غير جيدة ولا أنصح بها اطلاقا . النجمة للغة الجميلة وحسب
",Negative,Negative
"كانت اقامتي في الصيف الماضي افضل يرجى مراجعه الموظفين وسكرا . . النظافه للحمامات الموظفات في الاستقبال بتاريخ / و /
",Negative,Negative
"بداية تعيسة .. انا معجبة جدا بالكاتب واسيني الاعرج وكنت في قمة الشوق لقراءة قصة انثى السراب التي سمعت عنها كثيرا. وشعرت بالتعاسة عندما توغلت في صفحات هذا الكتاب. كلما قرأت اكثر انتظرت ان تصبح القصة اكثر حماسا واكثر تشويقا ولكنها كانت تزداد مللا. وتشعرك بنوع من التناقض. فكل الكلام جميل .. وكل الكلام له الق حرف واسيني المحبب. ولكن نصف الكلام لم يكن له اي داعي. شعرت انه كان يدور في حلقات مفرغة .. وبان الرسائل كانت اطول مما يجب وكان من المحبب لو اختصرها وكما قرات في تعليق سابق كان يكفي هذا الكتاب صفحة
",Negative,Negative
"اسوء فندق سكنت فيه . قريب من باصات محبس الجن. موقف السيارات جدا سيئه وضيقه جدا جدا وبسبب المواقف انقطع الكفر عليه .أول ما وصلت ما سلموني الغرفه قالوا في نزلاء مع اني وصلت الساعه : ومكتوب أنه النزلاء لازم يطلعون الساعه .. المهم ما أخذت الغرفه إلى الساعه : بعد ساعه ونص انتظار ..الموظفين جدا سيئين ما في إلى حسنة وحده فقط قربه من الحرم .. وهذه آخر مره احجز عنده
",Negative,Negative
"آه غرفة رثة سيئة الإضاءة، الخدمة كانت تقدم باهتمام لكنها لا تتمتع بالكفاءة، والمرافق كانت سيئة ما عدا حمام السباحة، أي أنه لا توجد قنوات فضائية أو تلفزيون كابل، والواي فاي لم يكن يتصل، والمطعم ربما سبب إسهالا حادا وتقيؤ.
",Negative,Negative
"أعجبنى الغلاف كثيرا، ولكن لم أستحسن الديوان على أي حال، أحببت عدد من القصائد ليس بكثير، لا أعلم قد يكون تكرار الأفكار والكلمات هو ما جعلنى أستنفر من الكتاب، لا أعيب على إسلوب الكاتب إطلاقا، فقد تكون المشكلة من عندى فأنا لا أفضل قراءة العمية على أى حال ومع ذلك فقد كنت أقرأ قصائده كل واحدة على حدا عن طريق تويتر وكنت معجبة بالكثير من كلماته وقصائده، أتمنى لك التوفيق ووضع جميع الإنتقاضات فى عين الإعتبار وبإنتظار ديوان جديد مع مراعاة الأخطاء السابقة : ..
",Negative,Negative
"فندق صدق فالصور كذب فالواقع . فندق تصنيف نجوم هذا اكثر شي اقدر أقيمه. لا توجد خدمات صحيحه وخدمات الغرف سيئه ودورات المياه تجمع الماء فالمغسله والأرضيه
",Negative,Negative
"حجزت ولم احصل على شقة . . حجزت شقة غرفتين ولما وصلت قال مافيه شقة فاضية مع العلم اني وصلت الساعة م وانتهاء موعد الحجز الساعة : م وأعطاني الموظف شقة ثانية في العمارة اللي جنبهم
",Negative,Negative
"ربنا تقبل دعاء . الموقع / بوفيه الافطار. خدمة الغرف بطيئه / الغرف غير نظيفه / طلبت سرير مزدوج قبل الاقامه تفاجئت بسريرين منفردين وعند طلبي سرير مزدوج ألصقوا السريرين مع بعض ووجدت سرير اكبر من الثاني هههههه
",Negative,Negative
"ضعيف. . الغرفة صغيرة جدا جدا و الصور ليست حقيقية ..لا يوجد واي فاي .. بعيدة عن الحرم جدا حيث أن أغلب الطريق طلوع .. وجود المدخنين بالأسياب شيء مقرف .. موظف الإستقبال ينفث الدخان في وجوه الساكنين.
",Negative,Negative
"انا اول مره ادخل مطعم العجمي كان فرعهم الي بجدة لان اخوي مدحه بناءا على معرفته بفرع الرياض طلبنا طبق اليوم و كان ايدام و طلبنا مشويات و مقبلات ما اعجبني مرررره سافرت الرياض بعدها و قلت لنفسي لازم اجرب فرع العجمي الي في الرياض يمكن اغير رأيي ثلاث ايام وانا اطلب منه غدا لكن و لا مره اعجبني الاكل مدري ليش اخوي طاير فيه الي يبغى المشويات و المقبلات صح يروح فاكهة لبنان مطاعم الوزان وبس
",Negative,Positive
"رغي كتير ، رغي كتير ، الكتاب على الرغم من ان موضوعه مهم بس كان ممكن يقدمه أحسن من كده بكتير ، أنا حسيت ان الكاتب كان عنده او جمل عايز يقولهم وبنى عليهم الكتاب كله ، فكل شوية تلاقيه بيقول نفس الفكرة بس بشكل تاني ، مكرر بشكل فظيع ، مع انه هو نفسه كان بيعيب التكرار وبينتقده في الكتاب باعتباره وسيلة من وسائل التأثير في الجماعات اللي هو بيعتبرها متهورة وعاطفية وما بتستخدمش العقل ، لدرجة اني شكيت ان الكتاب نفسه هو تجربة اجتماعية لإثبات محتواه ، لأنك لو اقتنعت بمحتوى الكتاب فانت نفسك بقيت جزء من جماعة تنطبق عليها مفردات السيكولوجية اللي شرحها ، كمان ما حسيتش ان الموضوع فيه أي أفكار إبداعية ، كله كلام كلنا عارفينه بس الفكرة انه بيدلل عليه بحوادث تاريخية تأكد لنا معتقداتنا دي وتعرفنا انها مش في خيالنا بس ، الكتاب ده من الحاجات اللي بحس انها اتقلبت كده او انها اتبنت على فكرة كويسة بس ما اتبذلش فيها المجهود الكافي ، الفكرة حلوة بس التنفيذ وحش.
",Negative,Negative
"رومانسيه مرضيه ....لم استطع ان اعرف ما الذي ارادت قوله الكاتبه ...رجل يلعب بالمال كما باقدار النساء ...هل احبته ام احبت ماله ؟؟؟كيف قبلت ان يدفع نفقات فندق باهظ الثمن ووجبات مترفه ...ثم ترفض المال النقدي ؟؟؟ا....بعض عبارات قليله احببتها كمثل :. إنها لا تدري مع من تقتسم فرحتها .وهذه أعلى درجات الوحدة. إن الفقير غني بدهشته أما الغني ففقير لفرط اعتياده على ما يصنع الدهشه .. لا لحن ينطلق من قصب ممتلئ بنفسه
",Negative,Negative
"يجب الاهتمام بنظافة الفرش والكويت والحمامات وإزالة الرايحه . الموقع. لا يوجد مواقف
",Negative,Negative
"مفيش أردء من كده
",Negative,Negative
"فندق فاااااشل . . ازعاج لاراحه في النوم ، لايوجد سخان كهربائي ، المسبح مغلق، الواي فاي لجهاز واحد فقط، الثلاجه خاليه، ضعف الماء الساخن عند الاستحمام، عدم سلاسه اداره الفندق مع الضيوف
",Negative,Negative
"فى الحقيقة. تنهدت راحة عند الانتهاء من القراءة. لاأنكر أن بعضا من القصص لابأس بها. لكن ثمة ملل كثير أرهقنى. جوار الله وزعبلاوى : عجبونى بشدة
",Negative,Positive
"حسنا.. هذه رواية فلسفية بامتياز، ثقيلة الوطء بامتياز... في كائن لا تحتمل خفته ، لعب كونديرا دور الأديب، والفيلسوف، والراوي العليم الذي يخترق جميع الأجواء، ويخبرك بما لم يحدث بعد، ثم يواصل السرد على الخط الطبيعي، في حركة أديبة جديرة بأن تطور لتستخدم بشكل أفضل لا يعني هذا أنه أساء استخدامها وهي أفضل ما في الرواية بالمناسبة.. كما قلت، الرواية ثقيلة، وفي كثير من المقاطع كنت أشعر أن اللغة التي ترجمت بها أيضا ثقيلة.. لا يمكنني لوم المترجمة لأنني قرأت الكثير مما ترجمته ماري طوق، ربما غرابة الفكرة وتعقيدها انعكسا على الكلمات فجاءت ثقيلة الوطء بدورها.. رغم أن الكاتب أفلح في إيصال فلسفته، إلا أن التشويق خانه، فلم يتركني الملل في كثير من لحظات القراءة.
",Negative,Negative
"فيه حاجات حلوة كتيرة. بس كان بيعيبها إن أسلوب موضوع التعبير بيدخل في النص كدا وبياخد يجي نص صفحة. وفيه حاجات تافهة بردوا. بس عموما هو كتاب كويس ممكن يعجب البعض
",Negative,Positive
"أتمنى التحسين لأنه جاذب . . مستوى فخامة الغرف ما يتناسب مع اسم فندق شانغريلا المعروف عنه بفخافة غرفه وجودة خدماته.حتى شفرة الحلاقة لا تتعدى قيمتها درهم واحد على عكس الخدمات التي حصلت عليها بفندق شانغريلا اسطنبول وشانغريلا مسقط فلا يمكن مقارنتهما بفندق شانغريلا دبي حيث أن فندقي شانغريلا في اسطنبول ومسقط من أفخم الفنادق التي أقمت فيها في حياتي.
",Negative,Positive
"وقفت عند كنت مستني الاقي حاجه تخليني اكملها بس مالقتش ممله جدا
",Negative,Negative
"نجمتين. لماذا؟. واحدة لتلك القصائد الجميلة التي كتبتها في السبعينات. وواحدة لللغة التي إستعملتها في تلك القصائد التي كتبتها في السبعينات. عدا عن ذلك، بالغت في التكلف حتى أصبحت اللغة متصنعة.. وبالغت في حدة العشق و الغيرة... .في نظري أبسط الكلمات هي من تزيد الشعر شاعرية. لا أدري إن كتبت جل هذه الأسطر على عجل، ولكنها خيبت انتظاري لأحلام
",Negative,Negative
"اتمنى ان يتحسن مستواه مثل السابق . الطاقم سئ جدا. نظافه الغرف سيئة
",Negative,Negative
"مخيب للأمل. . رائحة الصبغ تعم الغرفةيوجد فنادق افضل منه بكثيرفندق جراند الامارات لا يتقارن معاه
",Negative,Negative
"أقامه غير مرضيه . لا شيء. خدمات ضعيفه لاتستحق واحد من عشره غير
",Negative,Negative
"اسوأ حاجه قرئتها ل د/حمد خالد توفيق روايه ممله جدا كنت بتحامل علي نفسي انني انهيها عشان بس مابحبش اسيب كتاب من غير ما اخلصه ايا كان
",Negative,Negative
"الخدمات سيئة جدا بالفندق . اعجبنى بشده ادب وحفاوة الاستقبال من موظفتى الاستقبال الاستاذه تغريد الاستاذه افراح قمه فى المهنية و الادب الجم فى التعامل واحترام الضيف .. الفندق يحتاج صيانه فى ارضيه الحجرة و فى الحمام سوء خدمات عاملى النظافه واسلوبهم السيئ الافطار قمه فى عدم التنظيم ولا ينم ابدا عن افطار فندق نجوم
",Negative,Negative
"بصرف النظر عن عدم تقبلي لفكرة القصاصات اللي بالشكل ده. و إن دي موش أدبيات ، دي ثرثرة و هذيان. إلا اني شايفة الخواطر نفسها مترتقيش لدرجة أكتر من إنها تكون ستاتيس علي أحد مواقع التواصل الاجتماعي. لولا الجزء المسمي ب بديعة و الفكرة مكنتش هقيم الكتاب أصلا. ... ملحوظة : مجرد إرتقائها للفصحي بعد إستخدام العامية الدرجة في كتابها الأول عجبتني
",Negative,Negative
"كأبنى. ماحبيتوش خالص
",Negative,Negative
"سيئ و لا ينفع الا في الضرورة . الموقع نسبيا. كل شيئ
",Negative,Negative
"أقول ايه بس . الرواية دي من ضمن الروايات اللي اتصدمت فيها بصراحه :/. الاسم والريفو اللي قرأته هو اللي شدني إني أقرأها. الأسلوب فعلا حلو جدا .. مش حسيت بملل خالص وانا بقرأها. وكثرة الحكايات ده خلاها متميزة وحلوة برده. لكن . في الحقيقة رغم طولها الكبير ده إلا إني ما استفدتش منها بأي فكرة أو معلومة حتي . مجرد حكايات مسلية مش أكتر. واللي يغيظ بقى إنه بعد الطول ده مالاقيش نهاية. فين النهااااية ؟ هااا فين النهاية . تقريبا مفيش ولا مصير اتحدد لأي شخصية والنهايات كلها مفتوحة. وحتي علاقات الشخصيات ببعضها مازالت غير واضحة علي الاطلاق . واكتر حاجه كان نفسي فيها .. إنها تبقي أكثر رقيا عن كده : . لكن للأسف دي من ضمن الروايات اللي مش هنصح أي حد بقرائتها. لأنه كده هيكون بيضيع وقته ومشاعره علي الفاضي :|
",Negative,Negative
"لا يوجد ملخص للكتاب افضل مما ذكره د مصطفى عن الكتاب بنفسه و هو القراءة السليمة للتراث الصوفى هى القراءة الانتقائية الناقدة التى تزن كل حرف بميزان الشريعة و تعرضه على ضوء السنة و الكتاب و العقيدة السليمة التى علمها لنا كتابنا و نبينا عليه السلام لا نجاوزها قيد شعرة و لو دعانا الى هذا التجاوز امام الصوفية فى زماننا ..... رحم الله د/ مصطفى محمود
",Negative,Positive
"رسالة طيبة
",Negative,Positive
"هو ببساطة الست المؤلفة حبت تشرح لنا أسباب نتانة البطل وهطل البطلة في الجزء الأول. ومنجحتش غير في حاجة واحدة. إنها أثبتت لنا نتانة البطل وهطل البطلة .. وهبل المؤلفة
",Negative,Negative
"المفروض ان الكتاب بينافش و بيرفض التصرفات الخاطئه لبعض المسلمين و اللى كانت سبب ادى الى تخلفهم. و رجوعهم بعد ما كانو ما كان بيخرج منهم العلماء و الفلاسفه. واذا فجاءه نلاقى الكاتب فى وسط نقضه لاخطاء المسلمين. بينقض الاسلام نفسه . بعض المقتطفات
",Negative,Negative
"أسوة اقامه . قربه من الحرم فقط. كل شي لم يعجبني لا النظافة ولا الطاقم ولا الخدمه ورائحه الفندق سيه
",Negative,Negative
"ممتع ف التنقل بين اماكن احبها كثيرا. ركيك نسبيا في باقي مقوماته ككتاب.
",Negative,Negative
"كتاب سئيل خسارة فى جنية مكانة والوقت الى استغرقتة فية والكاتب ضعيف ودا واضح فى استخدامة لمرادفات ومعانى مش مظبوطة بالاضافة الى الصفحات المتكررة و الاخطاء المطبعية فى الطبعة الاصلية فى حين ان الكاتب هو صاحب دار النشر
",Negative,Negative
"ارجوا تبديل الطاقم من المدير حتى عامل النظافه . لاشي اعجبني. موظفات الاستقبال سيئات التعامل ولا يوجد من يحمل الحقائب ورائحة الغرفه كانت سيئه ولم يكن هناك سوى صابون واحد ولا توجد فرشاة اسنان
",Negative,Negative
"رواية شيقه نسبيا في الاول بس بشكل عام هي تعبانه واسلوب الكاتب ضعيف جدا جدا ونهاية القصه ممكن تخليك تبطل قراءه من كتر رخامتها. الحسنة الوحيد هو التقطيع في الاسلوب وتقسيم القصه والشخصيات لاجزاء وده اللي خلاها مشوقه. بشكل عام الاسلوب ضعيف املائيا ونحويا وعامي بطريقة مستفزه
",Negative,Negative
"ليس كسمعته. عندما تمر بجانب المطعم على طريق العروبة، يشدك الديكور. فتتوقف ظنا منك أنك ستأكل أفضل المأكولات اليابانية الموجودة بالرياض. يبهرك التصميم الداخلي للمطعم. إلا أنك تصطدم بنادل ليس من الجنسية اليابانية و لا حتى من شرق آسيا. يكلمك بلكنة غريبة و صعبة على الأذن. و بعد ذلك تطلب طعامك الذي يبدو شهيا جدا في قائمة الطعام. أما عند التقديم، فالكمية قليلة مقارنة بالصور المعروضة. أما الطعام، فليس شهي أبدا. و تلوم نفسك بعد نهاية وجبتك على قدومك لهذا المكان. كما أن أسعاره مرتفعة جدا مقارنة بكمية الطعام و جودته. لا أنصح بالذهاب لهذا المطعم أبدا.
",Negative,Negative
"إذا كنا نتكلم عن البناء القصصي فهي قصص ولا شك وهو شيء صار نادر الحدوث.. أما متعة القص من أفكار وإسقاطات وأسلوب فلم أشعر بالمتعة حتى مع ذكر المسيح والأنبياء بسبب أو بدون. حتى مع بعض الإسقاطات كمثل الذي استعاذ من الشيطان لكي لا يرى الحقيقة . القصتان اللتين شعرت بفكرة جديدة فيهما هما بنت حلوة وعود ؛ وتوق الفراشة. وإن كان الكاتب تركهما في المنتصف دون اكتمال حقيقي.
",Negative,Positive
"روايه ضعيفه في كل حاجه
",Negative,Positive
"توفير الباركن و توفير عاملين لي تحميل الشنط . المسبح. كل شي صراحه
",Negative,Negative
"رواية ركيكه ..ليست بالمستوى المأمول. السرد سريع جدا ينتقل من حدث لاخر من الماضي الى الحاضر ... ذكر شخصيات عده دون التطرق الى عمقها الانساني بالدرجه الكافيه..
",Negative,Positive
"بداية الرواية بها تطويل بصورة مبالغ فيها ، ومرهقة بالاضافة للانتقال المفاجئ من مكان لآخر اجده امر مزعج. اختيار الاسماء العربية وخاصة المصرية كان عجيبا ،اسماء غير معتادة بصورة غير مستساغة. الاجواء كانت جديدة علي خاصة العالم اليهودي، معلومات جديدة اضيفت لعقلي.. لم تعجبني النهاية وشعرت انها تبحث عن تحطيم حاجز الكراهية وعدم قبول الآخر. كأننا بسهولة نستطيع ذلك
",Negative,Negative
"الرواية تستحق بلاشك أن تتربع على عرش أسخف الروايات و أكثرها مللا على الإطلاق . مزيج من السطحية و محاولات التفلسف الفاشلة و اللغة الركيكة السوقية. فكرة استخدام الرقم أو هيبتا بالاتينية للتعبير عن الحب ليس سبقا يحسب للكاتب ، فقد استعمله العديد من الكتاب قبله مثل الكاتب الفرنسي أندريه موروا في كتابه وجوه الحب السبعة ، و الأستاذ عبد الوهاب مطاوع في كتابه أقنعة الحب السبعة ، فهذا تعبير أدبي مشهور مستلهم من الأقنعة السبعة التي ارتدها الأميرة اليهودية سالومى أمام الملك هيرودس أثناء تأديتها لرقصتها الشهيرة و التي كوفئت عليها برأس يوحنا المعمدان أو نبي الله يحيي كما تروي الآثار
",Negative,Negative
"هذه السلعة تعتبر جيدة ولكنها غير عملية عند اجراء اي اتصال باستخدام الهاتف
",Negative,Positive
".. دهشت بعدما أكملت الكتاب بقصة بسيطة جدا. كنت أبحث بين دفتيه عن رواية أعمق ،. لاسيما أنني كنت أتردد على المكاتب لاقتنائه وفي كل مره تكون الطبعة قد نفذت ،، وان دل هذا على شيء فإنما يدل على شهرة الكاتب وسطوره ... فكلي أمل بقادم أجمل ..
",Negative,Negative
"ضعيف. . الواي فاي متعطل الغرفة تكيفيها متعطل ادوات دورات المياة قليلة جدا وغير كافية لايوجد فطور مجاني المبلغ امام هذا كله غير متجانس ابداللأسف اساء لسمعة الأسم فندق جولدن توليب الأسم العريق الرنان
",Negative,Negative
"ضعيف جدا. الفندق سيئ من جميع النواحي يرجئ عدم الحجز فيه من قبل العملاء. الفندق بالكامل لم يعجبني
",Negative,Negative
"مليئه بالحشوو الزائد ومملله بالنسبه لروايه ولكن معلموتها التاريخيه ثريه جدا خاصه لتلك الحقبه من الزمن،،،
",Negative,Positive
"أشكر جهد الكاتبة في تجميع الأخبار لكنني لا أظنه يزيد شيئا عما في الرحيق المختوم.
",Negative,Negative
". السعر. طاقم العملخدمة تسجيل الدخولأسعار الأكل والمشروبات غالية
",Negative,Negative
"ريحتة وحشة . الواى فاى. ريحتة وحشة
",Negative,Positive
"في البدايه احب اقول انها مش روايه ولكن قصه. اسلوب الكاتبه بسيط جدا وادبياته وبلاغاته قليله جدا قد تصل الى الضعف احيانا. الروايه متوقعه ومكرره للاسف كثيرا جدا. توقعت من الاحداث بعد اول فصلين من الروايه. نجحت الكاتبه في وصف ان ليس كل من تلقى تعليم مهما كان درجته يستطيع ان يتغلب على طبيعته وجاهليته الاولى بسهوله. لعبت الكاتبه على وتر الامومه وهل هي امومه الدم ام التربيه والنشأه. الابوه امر مختلف وان كانت قوته لا تقل عن الامومه. لم تعجبني كثيرا ولم اكرهها اعتقد احتاج الى تجربه اخرى مع نوران سلامه حتى اقرر بشأنها قرار حاسم
",Negative,Negative
"اسواء ادارة رأيتها في حياتي خاصه من الطاقم المصري العامل في الليل . الاثاث والسعر. الموظفين في الاستقبال المصريين وبعض السعودين لايفهمون معنى الاداره الفندقيه وسييء الادب جدا
",Negative,Negative
"صعوبة التنقل الى و من الحرم . مبنى الفندق جيد و الغرفة واسعة و بها شاشة تليفزيون بقنوات متنوعة و خصوصا قناة القرأن و قناة المدينة مستوى الإفطار فى رمضان جيد و متنوع. أسوأ شىء هو إنه يفترض إن لدى الفندق توصيل للحرم و منه على مدار الساعة و إذا بنا نفاجأ بوجود باص واحد و علينا إنتظاره حتى يعود و فى رحلة العودة انتظرنا أكثر من ساعة ليصل و لم يصل الا بعد الاتصال بالفندق و هذا كان بعد صلاة العيد علما بأنه لا يوصل للحرم بل الى موقف الجمرات و علينا ركوب باصات النقل الجماعى من الموقف الى الحرم و العكس فى العودة . مستوى النظافة و خدمة الغرف سىء جدا عامل النظافة غير متوفر لتنظيف الغرفة و لا توجد لافطة طلب تنظيف الغرفة . يوجد فى الاستقبال موظفة ليس لديها ردود أو معلومات عن أى شىء
",Negative,Positive
"عجبني الكتاب تناول الحياة الجامعة من كذا ناحية أعجبتني جزئية تنظيم الوقت وجزئية الفرق بين الثانوية والجامعة وكذلك أنواع تلقي المتعلم بصري وسمعي وحركي. وكذلك الأمور الأساسية من أجل حياة مهنية ناجحة :. أولا فكر دائما في تطوير نفسك وأدائك إن الشعور بالرضا والكفاية بما نحن عليه هو إعلان بالموت ونحن أحياء مع كل صباح اسأل نفسك ما الذي يجب أن أفعله حتى أصبح أفضل وفي المساء ماذا تعلمت اليوم. ثانيا إقرأ في كتب تطوير الذات وتحسين المهارات الشخصية والاجتماعية. ثالثا يجب أن تعمل على تطوير لغتك الإنجليزية دون كلل أو ملل. رابعا طور مهاراتك في الخطابة والإلقاء. خامسا حاول وأنت بالجامعة أن تتعرض لخبرات خارج مجال تخصصك إن حضورك لمحاضرة أو أخدتك لمادة خارج تخصصك سيضيف لك أفقا واسعا. سادسا ابذل جهدا خاصا في الإلمام بأساسيات التعامل مع الكمبيوتر وطور سرعتك في إدخال البيانات باستخدام برامج الكتابة مثل الوورد
",Negative,Positive
"فندق ساند بيتش لا تضيع نقودك لا أشكو غالبا أو أكتب المراجعات ولكن نظرا لفضاءي أسبوعا فى هذا الفندق فقد أردت تحذير الآخرين من عدم إضاعة نقودهم. إنه مليء بضوضاء موسيقى الديسكو التى تصم الآذان حتى الرابعة فجرا كل ليلة. إذا كنت سيئ الحظ بدرجة كافية للحصول على غرفة بالقرب من الاستقبال والتى هى الكثرة عند ذلك ستوقظك الموسيقى العالية والنزلاء المارين شديدى السكر وأصوات قرع الأبواب وما إلى ذلك.. الفندق أساسى والغرف التى تطل على المسبح قذرة وجدت حتى البق فى الغرفة وعلى الفراش طلبت نقلى وحصلت على غرفة كانت أفضل قليلا فى المبنى الرئيسي. وبصفة عامة فلن أعود إلى هذا الفندق وأوصى الآخرين بالحجز فى مكان آخر.
",Negative,Negative
"مخيب للأمل. لاشيء. ازعاج وقت النوم من الغرف المجاورةالمياه ساخنة للاستحمامبعيد عن المترو وليست خطواتلا توجد مكواة الا بالطلب ويتم اخذهاالنت ضعيف جدا
",Negative,Negative
"ضعيف جدا. . عزاب مع عوائل مكس
",Negative,Negative
"حالة. فكر منذ الآن بأكل العيش...كل الناس قريش. هكذا تكلم سرور
",Negative,Positive
"فندق منازل الاسواف . موقع الفندق قريب من الحرم. كثير لم يعجبني في الفندق المذكور الفندق وسخ بشكل كبير الصور الموجوده للغرف أفضل من الواقع لما نظرت له بعيني. يوجد إزعاج كبير في الفندق لذا يتسبب للنزيل بعدم الراحه والخصوصيه. أنا حجزت من الموقع غرف بقمة النظافه والاناقة في الصور وتفاجأة إن الغرف الموجوده لا تناسب إقامة الاشخاص فيها زباله أكرمكم الله. عند الخروج من الفندق طلب موظف الاستقبال مبلغ إضافي مع إننا دفعنا المبلغ المتفق عليه قبل الاقامه في الفندق. أتمنى من كل شخص يزور الفندق المذكور يتأكد من الغرف اللي حجزها هل هي نفسها في الواقع قبل دفع المبلغ وإذا ناسبه الفندق ياخذ إيصال الدفع لان عند تسليم الغرفه في وقت الخروج يتم طلب منه مبلغ إضافي على أساس إنه لم يدفع المبلغ بالكامل.هذا كل ما لاحظته على الفندق المذكور والله ولي التوفيق.
",Negative,Negative
"ليس لدي وصف للفندق اكثر من سيئ . الافطار المجاني فقط اللهم أدم النعم. كل شئ لم يعجبني في الفندق واهمها استهارالموظفين في اداء عملهم وضيق الغرف وعدم استجابة خدمات الغرف لطلبات النزلاء بشكل عام .
",Negative,Negative
"لم استمتع بالقامه لدا سما الضيافه . السرير مريح لاكن قماش المفرش محببوالحمام اعزكم الله ماتقدر تدخله من ريحته ومن دخلت وانا اكلمهم عشانه لين طلعت محد عبرني. كل شي لم يعجبني لا رائحه ولانظافه ولاخدمه
",Negative,Negative
"مخيب للأمل. . تجربة الدخول والخروج والخدمات
",Negative,Negative
"طويل ممل ولا يوجد به أي جديد ويحتاج لتجديد أفكاره..
",Negative,Negative
"يمكن عشان مبحبش الشعر استسخفتها. يمكن :|
",Negative,Negative
"لم أجدها أكثر من كلمات مراهق لحبيته بأسلوب بسيط ولغة رائجة بين العشاق ولا تحمل نكهة أسلوب كاتب
",Negative,Negative
"أحداث سردها غاندي بأسلوب قصصي نوعا ما في حوالي صفحة. تحدث فيها عن حياته وعائلته ووالديه وزواجه المبكر. تحدث عن تجربته مع أكل اللحم. وعن السرقة التي قام بها ليدخن السجائر. وعن فكرة الانتحار التي أقدم عليها. وسفره لانجلترا للدراسة ، ومعارضة طائفته لهذا الأمر. وعمله كمحامي في جنوب افريقيا وما تعرض له من مضايقات عنصرية. شعرت في بداية الكتاب باستمتاع حتى أنهيت حوالي صفحة بسرعة. ولكن في منتصف الكتاب بدأت أشعر بالفتور والملل .. خاصة بعد رحيله وعائلته إلى افريقيا .. وعدم سماحه لأبناءه بالإلتحاق بالمدارس واكتفاءه بتعليمهم في المنزل دون تفرغه لهم .. وكذلك دعوته للأطفال والشباب الهنود في جنوب افريقيا بضرورة ترك الدراسة التي تجعلهم عبيدا وتقيد حريتهم .. وكأنه لم يقتنع بأهمية التعليم إلا في الفصول الأخيرة من الكتاب عند عودته إلى الهند. لم يطلع غاندي على الدين الإسلامي بشكل كبير .. واقتصرت قراءاته على المسيحية والهندوسية. لعل ذلك كان بسبب عدم تفرغ الدعاة المسلمين في الهند وجنوب افريقيا أو لندرة الكتب الأجنبية الخاصة بالعقيدة الإسلامية في ذلك الوقت .. ذكر بأنه قد تعرف على الكثير من المسلمين الهنود .. ولم يذكر فيما إذا كان لأحدهم تأثيرا على تفكيره أم لا. على الرغم من أن غاندي لم يكن مسلما. إلا أن أغلب ما قام به وذكر في أول الكتاب كان الأولى على المسلمين القيام به. فديننا يحثنا على القيام والالتزام بتلك الخصال الحميدة. في أحد الأفلام الهندية ، قيلت عبارة:. لو كان غاندي مولودا في عصر هتلر ، لأصبح نازيا. السؤال: لو كان غاندي قد ولد في عصرنا هذا .. كيف سيكون توجهه؟.
",Negative,Negative
"بالنسبة لي ممل ولم أكمل قراءته المواضيع مستهلكة ولم يأت بشيء جديد
",Negative,Negative
"مخيب للأمل. مساحةالغرفهراحة السرير ونظافة المفرش. مافي اي خدمه متاحه سوى الواي فاي
",Negative,Negative
