Text,Label,Predicted Senti,Predicted Score 
"i do really like card games.  this game is on coasters.  it comes in a nice box that makes a great presentation, but inside it's just coasters that are printed.  each is just grey cardboard.  one side has the dealbreaker logo, the other side has the questions.there are 49 cards.  you are supposed to collect the most cards to win.  there are green cards and red cards.  you read the card aloud to the group, and then they guess to match you. if you guess correct, you get another card.  if it was your turn, you get cards for the number of matches.the main interest in this game is the conversation, but i don't particularly enjoy these sorts of questions.  it's a lot about dating.  i dunno who might like this, maybe teen girls or singles groups?  it is just a bit alien and yet somehow still boring to me.",Negative,Positive,0.40067488
"you know who likes this game? my 9 year old. you know who shouldn't be playing this game? my 9 year old. unfortunately, this was the only person in my pool of 15-40 year olds that was interested in playing this game out of the box. this is a very tame game - so the caveat here is that if you are in a tamer subset, maybe this would work better.the instructions are a bit convoluted - it is not immediately clear which pile you are drawing from / how to hide your response etc... it is a bit like they took the premise for apples to apples and then combined it with would you rather?the thing is so many of the scenarios are just silly or yawn... and very, very tame. frankly, in this day of online dating most of us between 25-35 (and not married the whole time) have encountered worse. honestly, i got more of a kick out of comparing war stories - and then debating which was a deal breaker or not with my friends (note: my 15 year old son was not included in this conversation, the only reason they saw the cards is they were left on the dining room table).honestly, if you get this, just use them as coasters and let people organically discuss things. cards against humanity (note: do not leave that one on dining room table) & loaded questions are more fun (or the head's up! iphone game) if you are looking to have a party game.",Negative,Negative,0.8071841
"the concept of this game is fine but i found the situations to be too predictable so there didn't seem to be a purpose in debating. too many of the situations were clearly deal breakers so....i didn't really like this game. i understand that being coasters, getting players a bit tipsy might make this game more fun but as is, it's not that great. and these situations are for adults as they reference drinking, gambling and &#34;spending the night&#34; with others. not really a game to play with the family.",Negative,Negative,0.75410676
"my family enjoys playing games and we like to add a new game to our arsenal every once in a while.  so we added deal breaker: the game by zobmondo.its rated adult for 18 and older but i think it was kind of silly. deal breaker comes with game cards that set forth different dating scenarios and you are to answer whether this scenario would be a relationship-ender, thus the title &#8220;deal breaker.&#8221;the cards are in the form of drink coasters and there are only 49 of them, so after one or two ventures into playing this game it is obsolete. give it to a friend or toss it!  very disappointing; will stick with tapple, my other recently-acquired game that is lots of fun and more enduring.",Negative,Positive,0.01059285
"i played this with three other married people, all in our 30's.  on your turn, another player reads a scenario to you, 'your date has unusually large hands' for example, and then you decide if its 'all good' or a 'deal breaker'.  your opponents secretly predict what your answer will be.  a match means points for you and your correct opponents.the questions are (obviously) aimed at the dating set.  first date-type scenarios for the most part, but sometimes it suggests that you are engaged or have been dating for a period of time.  might be more fun with more people, in a spin-the-bottom type situation of frat house parties, but with married people, and long-time friends, you pretty much know what everyone is going to say.  feels a bit flirty, but we couldn't wait for it to be over.on the plus side, the cards are actually similar to a coaster you might find at chili's, same density and build.  there are only 40-some cards, but there are multiple scenarios on each card.  cards against humanity goes a lot further for the same target audience.",Negative,Positive,0.020906448
"deal breaker appears to be the type of game whose target audience could be the twenty something crowd. when the twenty something guy in my family came over looking to see if we had an actual yahtzee game, i showed him this one. it was an immediate turnoff and he wasn&#8217;t one bit interested. i think that the 18+ age range for the game is probably necessary for screening because some of the deal breaker cards are some you wouldn&#8217;t want your young teen to read. the age group for which this game is intended, is simply not interested. they are looking for &#8220;the one&#8221; and this game, well ... it&#8217;s a bit too immature.the premise of the game is to have the other players (you need at least three) to figure out what might be a &#8220;deal breaker&#8221; for you in a relationship. there are a couple of stacks of coaster-sized cards (4&#8221; x 4&#8221;), red ones that are labeled &#8220;deal breaker&#8221; and the green ones that say &#8220;all good.&#8221; the youngest player goes first. there are two scenarios on each card. perhaps everything is all good with the world or one of these scenarios could be a deal breaker. in other words, it&#8217;s goodbye time to the relationship. each person selects one random card from each deck.it you are the focus, you listen to the person read one of the scenarios from one of their cards. would this scenario be a deal breaker for you or all good? you can slide a card that indicates your choice on to the table. if you think all would be well with the scenario and this imaginative person could be &#8220;the one,&#8221; you&#8217;d place your all good card face down (colored side down) on the table. the other players will have to guess what you are thinking and place one face down as well. scoring goes according to how the guessing goes.these coasters, which remind me of bar coasters are pretty much the same quality. cheap, disposable, and probably wouldn&#8217;t last with a lot of use. the questions are rather silly for the twenty something crowd, but would probably titillate teens who might snag them. the twenty somethings i know are trying to disconnect somewhat from the high-tech world around them and get back down to earth with games they may have played from their childhood. not ones like party until you puke, but rather the good old standards like monopoly, yahtzee, or parcheesi. the idea of zobmondo&#8217;s deal breaker is interesting, but falls short of what their target audience is looking for. i&#8217;ll tap out a few random deal breaker scenarios so you&#8217;ll get the idea. not recommended because my twenty something took one look at it and pretty much dissed it.deal breaker scenarios:&#9658; &#8220;you are on a first date together and your date says the price of your menu selections and then whistles under their breath ...&#8221;&#9658; &#8220;you are on your first date with someone who is smoking hot but has a missing tooth, which is really obvious when they talk.&#8221;&#9658; &#8220;you are on your fifth date and things are going great, except your partner is a horrible kisser and doesn&#8217;t seem to be improving.&#8221;&#9658; &#8220;you are on a first date and the person is amazing. they&#8217;ve recently dyed their hair bright purple and they say they love it.&#8221;&#9658; &#8220;you&#8217;ve been on a few dates and really like the person when you notice that your partner has freakishly huge hands.&#8221;",Negative,Negative,0.6254667
"i whipped this out when my son came down to visit and his cousins and some friends came over. the cards in the set provide dating scenarios which might or might not be deal breakers. while this provided some  laughs and some real life stories the cards got old fast and everyone moved on to super boggle and forgot about deal breaker.since i have been married forever and have no desire to recall bad dates from three decades ago, this game has no appeal for me. i am using these as cheapy coasters.",Negative,Positive,0.00082285085
does not work on any barbie that we have..we have barbies from 1992 to present..does not fit around the waist of any barbie,Negative,Negative,0.9999131
"it's a beautiful looking game, and it's undeniably fun for a while but it just, i'm sorry to say, gets boring. it seems to take an age to get anywhere, it's hard to get back to the main menu to configure things and it's just race after race after race, often on the same tracks. i also hate that, like $1.99 iphone games that you can pay to advance further. c'mon, we paid $60 for this, don't nickel and dime us.in all fairness, that's a reason for me to never buy another turn 10 title.in more all fairness, it is a good looking fun game up to a point and a nice way to show your friends what your new xbox one can do, but it's still very, very disappointing.",Negative,Negative,0.9963714
this games is so stripped down a riddled with micro transaction. forza 4 was the peak of this series. i would definitely go with gran turismo 6 over this.,Negative,Positive,0.049530882
"i'm really disappointed in this game.  the marketing made it look like it would be absolutely epic!  unfortunately it's more of a snooze fest.  the fighting mechanics were pretty cool in the beginning but then it just got boring because it's constantly more of the same.  the worst part is that they have such amazing graphics but there are only 3-4 different bad guys.  sometimes you're fighting 2-3 of the exact same bad guy. really?!  lame.what i expected:  great graphics, fun gameplay, good story and great upgrades with exciting weapon variation.what i got:  strong graphics (ding on lack of enemy faces), boring gameplay, story way too slow to be interesting, boring upgrades to character, little to no weapon variation.snooze fest.  save your money for something else.  i've already traded it.",Negative,Negative,0.9956052
this game is pretty terrible. pretty to look at but bland gameplay. this is definitely a bargain bin title. just terrible.,Negative,Negative,0.9992107
l would have been happy if they modeled capt.marvel just like the blk adam. he just looks so awkward. lf the hood was done better l think that could have been a nice touch,Negative,Negative,0.6612574
"figure itself: ok...despite using the same sculpt as the horrible black adam figure, this one comes off a little better. not up to par with the rest of dc collectibles new 52 figures.as for amazon. i am extremely disappointed. i am a prime member and when i ordered this it guaranteed two day shipping. i waited until the price dropped to bout $22. i ordered this on december 13,2013 along with the dc collectible pandora. she came right away. this figure showed up over 2 months later. i received two notices that they were out of stock and offering to cancel my order. my thought at this point was that i was dealing with a third party seller, who lowered the price more than they wanted to by accident and were trying to get out of it. shazam/captain marvel has been on the amazon website ever since i ordered. i said to myself i can wait to get him at the price i bought him for. now that i received him, i wanted to come on here and bash what ever seller took so long......i was shocked to find it was amazon themselves. i have loved my prime subscription but this irritated me. when you get a product from amazon they don't send you a survey about the seller the way they do when it is a third party. bad amazon. if this was a brick and mortar store this would be similar to me purchasing something and the owner putting it behind the counter and saying that he didn't have any at this time. he might even have more on the pegs. i really think amazon should have purchased one from their third party seller and sent it to me and lost the 3 or 4 dollar difference. i am insulted and wish they would ask about their own service.",Negative,Negative,0.9594924
"this toy is really cool looking but the negatives about it are too high to make deathstroke a worthy purchase.the gun has a notch to clip on his thigh as opposed to a holster, the weapons can't be held in his hands and you'd think he would have an alternate head with no mask since the toy has hardly no poseability. i'd suggest buying any other deathstroke toy before buying this crap version.",Negative,Negative,0.9920413
the joints are completely hindered by the sculpt. basically the pose you see him in is all he can do.,Negative,Negative,0.9999826
"i have a love hate relationship with mattel. mostly hate at this point. same body molds, terrible crotch, no double joints, no ankle pivots, no articulation of heads for flying poses, no bases or dioramas.well, this figure is all what is stated above and then some.the pros are, it has nice weapons, but they lack detail. the handgun was poorly handled. it is molded with the thigh attachment in the gun. you know how, the gun is supposed to hang on a belt or something...mattel saw it fit to mold the peg end, into the gun....mold it into the gun itself....what? so the thigh has a hole and the gun has the male end that can be pegged into it.that's not the worst part. look at the picture notice how weird deathstroke is holding the staff. notice how the elbow isn't bent like it should be. well that is because to elbow can only bend about 20-30 degrees. yep, it can barely bend.the legs are terrible. no thigh swivel and the legs can only really go back and forth but only about 10-20 degrees. no walking stances really or any type of acrobatic moves can be done with the figure. the legs cannot go outwards due to the molding. it might be the worst articulated figure ever from the classics line or what is left of it.but the sculpt looks nice(new mold) and the head is great, actually exceptional. but that cannot save this figure. it is ten times better than the recent batman figure that is from m this line due to the weapons. now i am returning this figure because it sucks and no stand is included like the description states. if you want a statue, this figure is one, if you want an action figure don't bother with the clunky, crappy, but well painted figure.1/2 a star for this crap. the mold is nice and so the weapons included minus the hand gun, but i am so frustrated with mattel. this figure sucks, the batman 66' line bites. lets hope toy biz/marvelous toys gets the license. skip this and wait for the dc collectibles version.",Negative,Negative,0.9980798
"i was so excited to get my arkham origins figure, i opened it in the car on the way home.i loved the sculpt and the paint job.  he looks like he does in the game and the attention to detail is outstanding.the first sign of disappointment was the strange molding on the side of his handgun.why didn't they just give him a holster?next, i tried to pose him.  while the figure has many points of articulation, those points don't articulate very well.  his legs can't even move up for a kick, though he can almost do the splits for some reason, and his arms don't really bend all the way.he also can't hold his machine gun or his staff very well they kind of hang loosely from his hands and they fall out of them all the time for no apparent reason.i saved my biggest complaint for last.his feet.his feet are impossible to position with the bottoms flat.  he is able to be positioned to stand, but he will eventually fall down.  no matter how much you reposition the feet.this batman unlimited figure costs almost as much as the dc direct version is going to.  why not.wait until it is released, spend a couple of bucks more, and get a vastly higher quality figure?",Negative,Negative,0.9957296
"i must say too bad they didn't give us the articulation we need for this awesome sculpt. and his tiny sword is just pathetic. still, a decent figure if you intend to keep it in one pose or mint in box.",Negative,Negative,0.9257853
"having been a fan of slade the terminator/deathstrokes since his first appearance on the 2003 animated series 'teen titans' on wb, this figure has been a 'must-have' to complete my collection of four deathstrokes figures.with his recent appearance on the 'smallville' spin-off series 'the green arrow,' my desire to have this figure has only been greater. in anticipation to his leading role in the new video game 'batman: arkham city,' i had to have this figure no matter the cost.upon receiving this figure in the mail and getting a phone call from my mom  about it, none more than i was in a hurry to get home from my part-time job that day to open up the figure.to say i was 'disappointed' by what i beheld in my hands after opening it would be considered by most as 'an over-statement .'i really get the feeling that this is the end of the line for mattel and they just do not give two (censored) about what they do anymore.",Negative,Negative,0.9895063
"honestly any positive hype over this figure is over rated. i've been collecting mattel dc stuff since the very first zipline batman and i gotta say this figure is a complete let down and a sign that the mattel retail team hasn't  clue what they heck they are doing...first off the scale makes no sense, i'm not even sure what the heck line this is supposed to be in scale with, dcuc, arkham stuff, who knows but somehow it doesn't fit with any of them. it's like a misfit scale, something the mattel team has been really good at since the death of dcuc. the head is too small, like way too small and the lack of ab crunch is completely utterly inexcusable....once again no functional rocker ankles either...my advice, skip this confused mess of a toy and go directly to the dc collectibles arkham origins version.  this and the deathstroke from mattel are some of the strangest and most awkward figures they have ever put out. clearly the production team is confused, or nobody knows what a ruler is, or maybe none of them even collect...because if a real collector worked there they wouldn't be passing these off as &#34;adult collector&#34; figures...",Negative,Negative,0.99829406
"this figure, is terrible. i keep looking and reading other ""positive"" reviews, and they never say why they like it besides it's batman!sculpt, face is very nice, his lower body has double knee joints(finally mattel, just 10 years behind everyone else),but, but, but his lower body is really oversize. ever seen a fat black women portrayed in family guy? same thighs, just really massive, very fatty and a very feminine backside.he has very tiny arms, thick waist and chubby buttocks. he has a tiny head(because of his over-sized body), but his arms cannot go flush because of his chubby body. a terrible range of motion, no accessories(he's batman), no ab crunch...just typical mattel junk and articulation and design.big question, what are these amazon reviewers reviewing? he cannot stand unless you lean him forward and poke his big buttocks out. this is one of the worst figures i have ever seen from mattel's dc line and that is saying something, from a company notorious for making terrible figures and products.so 1 star for the face, double knee joints, and, nice cape. terrible...terrible....terrible articulation, awful lower and upper body sculpt; has stubby arms and fat backside. cannot stand straight and arms are not flush and his proportions make his head look tiny. do not buy and wast your hard earned cash!!!!! cannot recommend!",Negative,Negative,0.99586946
"we all know batman does not like guns, that's why he beats up on mostly conservative, educated, patriotic, pro-life, tea party-like, bible-holding, christian gun lovers.personally, i do not like guns either due to a bad experience with a gun and my dad when i was eleven.for my eleventh birthday, my dad took me to a shooting range at cabella's. having a mustache by the age of ten allowed me certain privileges other kids with less body hair my age had. besides, dad liked to go there to shoot the ""laser"" western rifles and drink. he thought it was safer than hanging out with his republican friends who liked to drink and shoot real rifles.someone always got hurt.that ""someone"" was me on my birthday. my dad only gave me a little bit to drink from his ""spiked"" 64oz he made at the gas station convenience store, but it was enough that day.long story short, my dad did not have his rifle aimed down range as he was reaching back for his drink. with me being victim of ""friendly fire,"" his rifle went off flashing a half-second faint red dot directly into my eye.i lost all concept of my surroundings and time as i fell backwards onto a little fat girl in pigtails waiting in line to shoot. the marinara sauce meatball sub she was eating went all over her shooting range coveralls.crying, she turned around and ran out of the store with her parents not far behind.before they left, her mom with big texas hair  chastised me for being so careless.as it turns out, the little fat girl mic junegland was a tri-state regional champion two years straight in her age and gender for the laser western rifle simulator. her parents were hoping to retire and use the prize money to invest in a sam goody franchise bible-themed miniature golf trailer park camp ground with swimming pool. all those plans were put to an abrupt halt when the little girl refused to ever shoot again.examples like these remind us how guns destroy homes and drive batman to do what he does. as for the actual figure itself and the reason for actually purchasing it, you find the usual points of ((yawn)) articulation, sculpt, paint and ((yawn)) lack of accessories. the figure has since been used for target practice for the blind democrat kids for guns club local chapter 32.as of yet, none of the kids have actually been able to hit it.update: seeing as how the figure has gone up in value, i decided sell the figure at a considerable mark up determined by a market by those willing to pay. just then, one of the democrat kids actually hit the target and destroyed the figure. kid's got a great future ahead of him if he's cool with population control.",Negative,Negative,0.88022596
the three recently released coffin bean dolls all have poorly done hair. abbey's hair is too short and choppy. the quality of these dolls is not as good as most monster high dolls. i think if i had seen the doll in person before buying it i would have passed on her.,Negative,Negative,0.99913603
i love the kitty dolls but am disappointed in coffin bean torelai. one side of her hair is supposed to be shorter and tapered but it is poorly done. the way her hair was attached to the box put a bend in the hair that makes the chopped side look even worse. i think the quality of the coffin bean dolls are not as good as most other monster high dolls. the shoes are not very detailed which i have come to expect from monster high dolls.,Negative,Negative,0.9995245
the three recently released coffin bean dolls all have poorly done hair. frankie's hair is too short and choppy. it seems to be on the thin side. the quality of these dolls is not as good as most monster high dolls. i think if i had seen the doll in person before buying it i would have passed on her.,Negative,Negative,0.999003
"my kids were so excited to get thees as a birthday present along with the new sophia vacation castle toy.we were very soon disappointed. 3 different people assembled 3 different toys in the order that the instructions outlined.not one of them has stayed assembled for more than 10 minutes, tops.in less than 18 hours since they were opened and given to the kids we have had to reattach pieces more than a dozen times.the plastic parts are sturdy enough and the detailed features and accessories are adorable.but the annoyance of having of having to repeatedly assemble these items is utterly ridiculous, especially considering the price that they are asking for this $5 hunk of plastic.i'm certain they could do a far better job of engineering these toys.",Negative,Negative,0.9578594
"we have 2 serious frozen fans in the house and i was very excited to check this castle out! but when it arrived... i had to do a double take: was this a knock off? although it appears to be legitimately disney, it honestly feels like something that was purchased in a dollar store that is simply a fake. even the details are off: my son immediately noticed that elsa has a tiara on--she threw this away just before her &#34;transformation&#34; was complete, and so this is out of place. the quality is poor, and it does not seem durable at all.when i looked at the price, i had to do another double take! this would be a reasonable toy for half the price, perhaps, but for what they are asking, it just doesn't add up.i wish disney would make a better version of this--perhaps as an imaginext set--that would be well-worth the money!for now, however, i'd recommend passing this one up.",Negative,Negative,0.9959472
"my daughter has the large frozen castle and we're very pleased with it, but thought this might be nice as it's small enough to be easily portable.  she could take it to her grandma's house or to her cousin's house when she goes to play.it's a pretty little castle and it lights up beautifully, but unfortunately, this is extremely flimsy.  assembly wasn't too bad - except that things don't want to stay assembled!  no matter what we do, most of the pieces that are supposed to stay attached are determined to be unattached!  and this is just during normal play - nothing rough at all.unfortunately, this just isn't a high quality item.  my daughter has grown frustrated with it.  it now sits in a corner all forlorn.i go back and forth between one and two stars for this, finally settling on two.  it is pretty and the lights are a nice addition - but the quality has made this one a bit disappointing for my daughter.",Negative,Negative,0.93524283
"i am not impressed with this toy. sure, it lights up really nice with all of that translucent plastic and looks pretty, but that's the only positive thing i can say about it. the scale is too small - even for the included figures. a castle should have much more space than this. this is more of an igloo. just how much time can a little girl have her doll look in a mirror or sit in a chair? this toy will have very limited re-playability for most kids (unless it is their only toy). everything feels very cheap and fragile, and nothing stays together well. the lights are just a gimmick to lure in more buyers. this product is, unfortunately, like many other disney toys in that it has been cheaply made. i have no doubt this thing will break in short order. please don't support disney through the purchase of this cheaply-made gimmick. i'm sure you can find better ways to spend $35.00 (like on the blu-ray of this movie).",Negative,Negative,0.99694073
"this is such a  cheap, overpriced,  and thoughtlessly made product, whomever signs off on licensing for this wonderful movie should be fired.its small, cheap piece of plastic, and the design and operation of the features such as the staircase, elevator, and rotating throne would be laughable, but its probably not funny if you are the kid who got it as a gift.my 4 year old adores frozen, but maybe played with this for 5 minutes.she did, however, adopt the olaf character, which is about the size of a grape. you might be better off just buying a well-made quality olaf for this price.",Negative,Negative,0.9982198
worst money i have spent on a toy. this lasted two days before the castle broke :/. i paid $32.99 at toys r us with my coupon. the castle is flimsy and the parts that move aren't easy moving. my daughter is 4 1/2 and is gentle on her toys. the upside to the castle is the light up feature and it's nice it comes with two characters. my daughter was glad to have olaf since we couldn't find a mini figure of him anywhere. i would not spend the money again on this though.,Negative,Negative,0.9977442
really had such high hopes for this toydd is a huge frozen fanand we have many of the dollsso thought this would be a great addition to her collectionfirst it is soooo frustrating because the two sides do not really stay &#34;locked&#34; in place when playing with itthe balcony side oh just forget trying to keep that side in placethen trying to get elsa up to the top the way it is intendedugh does not really work the little elevator part just keeps falling out and offthen trying to get elsa to sit on her chairanother pain in the buttit is a cute idea just falls flat to acutally be played withmy daughter loved the fabric of the dressinstead of it being plastic like the mini dollsthat is another thing the other snap fit dolls they can not be used with this setthey are bigger than the doll in this setnow olaf he is super cute and the doll itself is so cutebut honestly i would take the money and get something elsei can see a younger child getting really frustrated and upsetso basically this thing will be used more as a decoration for her room,Negative,Negative,0.9936035
"i wasn't expecting much from this, but i certainly expected more than i saw when it arrived.plastic is just awful, it's the type of incredibly hard plastic that splits and cracks if you just look at it wrong.  and since this has to be pried open and spun around a hinge by kids, that seemed the absolute wrong choice of materials.the build quality is horrible.  the &#34;elevator&#34; is a really poorly done telescoping rectangle of plastic, and when everything is closed, there's no place to store it that lets this sit flat.  when you close the clamshell sides to store the unit, you can't close it with that inside the castle, it has to be protruding out the bottom. but it doesn't &#34;nest&#34; into the bottom so it's flush on the bottom edge either.only one piece really &#34;snapped&#34; into place with a sound and feel that it was going to stay there.  everything else pushed but never seemed to engage and lock.closing the clamshell sides leaves you pushing the centerline up and down a bit to engage the pegs that hold it shut, since they don't easily line up on their own.and it's tiny.  which is good for someone with a kid with a lot of toys, since this is easy to store, but it's so small it seems almost a caricature of what someone would want to play with.someone mentioned happy meal quality, but in all honesty i wouldn't even go that high in my estimation.  most of those seem to last forever, since my son still has toyboxes full of those things that never break.  i wouldn't expect this to last anywhere near as long.had it been under ten dollars, then i may have given it two stars, maybe even three for that price, but at the high price asked for this, even one star is pushing it.",Negative,Negative,0.9841118
"my kids are nuts about frozen (who isn't right now) so they were really excited to get the elsa castle playset. it even comes with and olaf doll - my favorite part.out of the box the castle comes in numerous pieces and needs to be assembled. here's where the problem lies. i found that many of the pieces did not hold when i snapped them together. the top of the turret piece won's stay on and the doors of the sides pop off frequently. this means that, a lot of the time, the castle is in pieces. the top turret piece is also integral for turning the ice piece in the middle - that basically doesn't work on ours.the play set comes with a couple of small pieces of furniture that do not amount to much.",Negative,Negative,0.9947248
"this set reminds me a lot of polly pockets. the figures are kind of small and made from thinner material than you'd find with something like barbie. this castle play set is cute, but it took quite a while to assemble and the &#34;wow&#34; or &#34;fun&#34; factor on it was pretty short lived.at this point my daughter goes crazy for anything frozen related, but she quickly lost interest in this set. medium build quality, small figurines and a lot of assembly don't make this one something i'd really recommend.",Negative,Negative,0.9964025
"i probably should have listened to the reviewers who said, &#34;let it go!&#34;  this castle strikes me as a &#34;rush to production&#34; item without a lot of thought to its working (or not working parts).  the good news is that the doors did seem to attach correctly (not backward like someone else discovered).  they do move up and down.  the lights are neat. it doesn't take up a lot of room when opened all the way.  what is a puzzle is the base for the center part that turns and the base on the &#34;iffy&#34; elevator (difficult to move up or down at times). there is a hole in both bases. the throne chair can fit on the center base fine, but elsa and olaf don't fit well by themselves.  i've tried sticking in both of elsa's feet, one foot, posing her behind the base (she falls).  the elevator has the same issue. olaf can't seem to handle it either.  elsa does not sit well on the throne chair nor recline well on the bed.  i know every little girl would be excited to get one given the current frozen craze, however, the quality of this item is very questionable.",Negative,Negative,0.9761839
"my daughter is a huge fan of frozen.  when this came out of the box, she was incredibly excited!  she spent five minutes just admiring the lights.  it's a really cute idea - it comes with some furniture, elsa and olaf.  the figures are very cute, but small.  i thought with the size of the furniture and figures that the scale would be ok, but even with little pieces it doesn't all work well together.  the bed has to be tilted to shut the doors, and our doors keep falling off. i have puzzled over the elevator trying to find a way to make it work, and i admit, it's a frustrating toy.i would think with the movie as big a hit as it was, that disney would have made a better castle to accompany it.  while my daughter still likes to play with the lights, she's freed elsa and olaf and put them in her imaginext space shuttle instead, and has ditched the castle in favor of a toy that actually works.",Negative,Negative,0.9989687
$125 for a chunk of plastic? seriously!?! why would anyone in their right minds pay this much for a $35 toy? i think i'm going to wait this one out. i'm guessing it'll come down once the elsa craze is over.,Negative,Negative,0.6526767
"way too complicated. no game...card, computer, or video game should require you to read the instructions 4 times to get the concept and even than to have someone else read the instructions about 2 more times. this is just to get the concept and the set up of the game. i have even gotten to the part about playing it yet.so playing the game is fun after i got the hang of it but only after playing it after about 4 times. again i had to refer to the instructions on which cards i could play on that round or season and which ones could defeat the other player. again this is a card game, it should not be hard to play. the price for this game must have been spent on the cool graphics and not on test players or a good instruction writing person.",Negative,Negative,0.5573959
"wow, this is really one of the worst toys ever, and i feel i am pretty easygoing and forgiving when it comes to toy ratings. talk about a pointless toy. you put the car on the &#34;stairs&#34; and then push it up to the top and let it go down where a big alligator chomps down on the car which the car tries to knock a piece of &#34;gold&#34; out of the alligator's mouth.except all that part about the alligator? it doesn't work. sure, if you manage to hit it just right, maybe it kind of grabs the car, and you're supposed to send another car (not included) to the rescue. that car hits the alligator in the eye to kind of reset the whole thing.if it worked and did something cool, that would be one thing. but it doesn't work the way it's supposed to very often, and what it doesn't isn't cool, it's just kind of pointless.move along, move along -- there's nothing to see here.",Negative,Negative,0.99818534
"this is a cheesy, cheap toy through and through.  it took a great deal of patience to assemble - which seems unnecessary given it's price, size, and the age group it's geared toward entertaining.  after it was assembled, my boys loved it for about 30 minutes, then became frustrated by it, and haven't touched it since.  it doesn't really do much that's entertaining when it works properly, but when it doesn't work (which was the case about 70% of the time my boys used it), it's enormously frustrating (for the child and adult).  they needed adult intervention to get the contraption to work properly in most instance.  i would pass on this one.",Negative,Negative,0.9965496
"my son is a bit too young to play with the matchbox mission: croc escape playset so i took the opportunity to try this toy out with my 9yr old nephew recently and gauge his reaction and fun with the toy. the playset is designed for children 3-10.the very first thing you have to know is that adult assembly is required. though my nephew was able to help me out it still took a solid 10-15 minutes to get the set assembled. my first impression wasn't great - the track is rather large and cumbersome and seemingly not very well made. the highlight is definitely the die-cast off-road truck that comes with the set. but this set only includes one vehicle. the other major detraction is that the toy doesn't break down easily for storage. my son's closet includes several large deep drawers that we use to store toys. this playset is entirely too large for those and has to be stored in his room on the floor.for its size the set has limited fun potential. there is a car elevator to ascend a set of jungle stairs, the ramp with a few obstacles/traps and then the crocodile jaws which can clamp shut and trap the die-cast truck. that's it. for the price of the set i understand that there are limitations but by itself this toy is extremely limited in its entertainment value. there are additional tracks and cars that can be purchased and build on each other but at added expense.for my nephew this was an interesting diversion for about 10 minutes before he wanted to do something else. my advice is to pass on this toy unless you're looking to build out a large set with multiple vehicles.",Negative,Negative,0.7315315
i specifically ordered a genuine disney story olaf 9 inch plush and received a fake chinese knock-off.  i purchased one of these in december at the disney store and the one i received was obviously not the authentic disney store version.  definitely not worth the $30 i paid!,Negative,Negative,0.9972126
"another major mark up. this doll retails at the disney store for 19.95.  they are getting more in stock.  just wait! it is not worth it to pay close to $100 dollars for a stuffed toy.  it breaks my heart becase my daughter desperately wants it, but i can't pay 5 times retail for something that will eventually be in abundance.  wait, call your local store daily before they open.  buy this directly from disney at retail!",Negative,Negative,0.88702285
"i can't understand why there's people out their price gouging these authentic disney items. why? so you can let down all these innocent kids? how can you be so heartless? i've been on the hunt for these plush elsa dolls from disney, yet, their allowing these prices? i want to buy one pretty badly, but, not for 111.00 no thanks. thanks to this i can say i don't own elsa. i'm very sad because i would've loved to own her. :( please adjust this price.",Negative,Negative,0.9154925
"please do not waste your money on this doll.  frozen is a great movie, my daughter loves it as do i, but this doll is not not not worth this price.  i purchased this and anna at the disney store and they were $16 each.  the dolls look just like the movie characters but they are not so spectacularly well made that you need to spend this amount.  disney store told me to check website and store on wednesdays, thursdays, and mondays for new shipments.  i did and they do restock every couple weeks.",Negative,Negative,0.99597883
"go to disney store on a saturday, these dolls are available for $18 (tax included). please don't support those who are trying to profit off the disappointment of 4 year olds. our disney store had stacks of these dolls available.",Negative,Negative,0.9992894
"*disclosure: i was contacted by a representative for yazycraft and given a sample of this product specifically for the purpose of giving my thoughts on it.*truth be told, when given to a pair of tots, all my complaints below mattered very, very little.  they loved the tools, and enjoy the snot out of them, both with and without dough.ok, i get it, these are cheap items for use by little kids.  little kids don't care about quality, but, as a parent, i do.  as a reviewer i do.  the set i received practically screams 'cheap crap from china.&#34;  (and yes, china is where this are made, if you're curious.)  the build quality was typical of what one expects from cheap stuff - poor.  uneven seams where the components of each item were glued together, creating somewhat sharp edges.  this was especially evident by the smaller rolling pin, and the handles of the two cutters.  the large roller and large rolling pin both had burrs in the rollers from when the sections were broken from the molds.  the wheel of the irregular cutter rubs hard against the handle during use as not enough clearance between then was made to account for the play of the wheel on its shaft.  oh yes, and, the color of the items i received were not those in the picture, with the exception of the larger roller and double ended knife.yes, the kids love them, but, as a parent and reviewer, i don't see the value in this (currently) nine dollar kit.  checking over at a couple local dollar stores, equal or better quality could be had for less cost.",Negative,Negative,0.9708435
"great idea, poor engineering.  the bones get stuck inside the dog and cannot be taken out.",Negative,Negative,0.9992473
ok these pieces are so small...they got lost within twenty minutes. my daughter was initially excited over a pooping dog but then it was relegated to just another barbie in the toy box.,Negative,Negative,0.9996026
i mean really. i can't believe anyone would actually manufacture this toy. what a piece (or pieces) of crap. i mean get a real dog. life is plastic enough.,Negative,Negative,0.98391944
