Original Tag,Senti Score,Original Text 
Negative,Negative,"مقتطفات من رواية قواعد العشق الاربعون للكاتبة اليف شافاق. . كانت تعرف ان علاقتهما لم تكن عميقة لكنها كانت تقول لنفسها ليس من الضروري ان يحتل الارتباط العاطفي اولوية في قائمة حياة المتزوجين و لا سيما بالنسبة لزوجين مضت فترة طويلة على زواجهما ففي الزواج اشياء اهم بكثير من العاطفة و العشق كالتفاهم و المودة و الرحمة و ان اكثر الاشياء الالهية التي قد يقدم عليها اي زوج هو الصفح اما الحب فهو ثانوي مقارنة بكل هذه الاشياء الا اذا كان المرء يعيش في ثنايا الروايات او الافلام الرومانسية حيث يصور الابطال دائما اشخاصا اضخم من الحياة و لا يعدو حبهم ان يكون سوى اسطورة. . وكأنك تستطيعين ان تتعرفي على شخصية رجل خلال ثمانية اشهر لقد مر على زواجي انا ووالدك عشرون سنة و مع ذلك لا يمكننا ان ندعي ان احدنا يعرف كل شيء عن الآخر ان ثمانية اشهر لا تعتبر شيئا في اي علاقة. . لا يختلف القرن الحادي و العشرون كثيرا عن القرن الثالث عشر و سيدون في التاريخ ان هذين القرنين كانا عصر صراعات دينية الى حد لم يسبق له مثيل و عصر ساد فيه سوء التفاهم الثقافي و الشعور العام بعدم الامان و الخوف من الاخر و في اوقات كهذه تكون الحاجة الى الحب اشد من اي وقت مضى. . عندما تقتل احدا فان شيئا منه ينتقل اليك تنهيدة او رائحة او ايماءة وانا ادعوها لعنة الضحية تلتصق بجسمك و تتغلغل في جلدك و تسري مباشرة الى قلبك و تظل تنغل في داخلك و لا يملك احد مما يراني وسيلة معرفة ذلك لكني احمل معي اثار جميع الرجال الذين قتلتهم اعلقهم حول رقبتي مثل قلائد خفية احس بوجودهم فوق لحمي بإحكام و بثقل و مع انني لا اشعر بالراحة فقد اعتدت العيش مع هذا العبء وقبلته كجزء من عملي و منذ ان قتل قابيل هابيل ففي كل قاتل يتنفس الرجل الذي قتله هذا ما اعرفه و هو امر لا يزعجني. . توجد في داخل كل شخص رغبة دفينة في قتل احدهم ذات يوم و الناس لا يدركون ذلك الا بعد ان تحدث لهم فهم يظنون انهم عاجزون عن القتل لكن المسألة مسألة ضمير فحسب ففي بعض الاحيان تكفي مجرد ايماءة لتأجيج غضبهم سوء فهم متعمد شجار على شيء تافه او ان يتواجد المرء في المكان الخطأ و في الوقت الخطأ اذ يمكن ان تظهر نزعة تدميرية لدى الاشخاص الذين يكونون اشخاصا طيبين و محترمين في الاحوال العادية اذ يمكن لأي شخص ان يقتل اي شخص لكن ليس بإمكان اي شخص ان يقتل شخصا غريبا عامدا متعمدا . . صدقني لا شيء جديد عندي زبائن من اقصى اصقاع العالم و بعد ان يجرعوا بعض الكؤوس اسمع القصص نفسها منهم جميعا فالبشر هم انفسهم في كل مكان الطعام نفسه الماء نفسه و الحماقة القديمة نفسها. . ان الطريقة التي نرى فيها الله ما هي الا انعكاس للطريقة التي نرى فيها انفسنا فغذا لم يكن الله يجلب الى عقولنا سوى الخوف و الملامة فهذا يعني ان قدرا كبيرا من الخوف و الملامة يتدفق في نفوسنا اما اذا رأينا الله مفعما بالمحبة و الرحمة فإننا نكون كذلك . . هكذا هي الحياة فعندما تخبر احدهم الحقيقة فإنه يكرهك وكلما تحدثت عن الحب ازدادت كراهيته لك. . مهما كنا او حيثما كنا نعيش فإننا نشعر في قرارة انفسنا باننا غير كاملين كما لو كنا فقدنا شيئا و يجب ان نستعيده لكن معظمنا لا يعثر على ذلك الشيء ابدا اما الذين بإمكانهم العثور عليه فلا يجرؤ الا قلة قليلة على الخروج و البحث عنه. . لا تحكم على الطريقة التي يتواصل بها الناس مع الله فلكل أمرئ طريقته و صلاته الخاصة ان الله لا يأخذنا بكلمتنا بل ينظر في اعماق قلوبنا وليس المناسك او الطقوس عي التي تجعلنا مؤمنين بل ان كانت قلوبنا صافية ام لا. . ان احد الامور التي ساعدتني شخصيا في الماضي على الكف عن التدخل في شؤون الاخرين من حولي و عندما كنت اشهر بالإحباط بانني لن اتمكن من تغييرهم كنت عوضا عن التطفل او السلبية كنت اميل للإذعان يخطئ البعض عندما يخلطون بين الاذعان و الضعف فالإذعان شكل من اشكال القبول السلمي بشروط الكون و من بينها الامور التي لا نستطيع تغييرها او فهمها حاليا. . يتكون الفكر و الحب من مواد مختلفة فالفكر يربط البشر في عقد لكن الحب يذيب جميع العقد ان الفكر حذر على الدوام و هو يقول ناصحا : احذر الكثير من النشوة بينما الحب يقول : لا تكترث اقدم على هذه المجازفة و في حين ان الفكر لا يمكن ان يتلاشى بسهولة فان الحب يتهدم بسهولة ويصبح ركاما من تلقاء نفسه لكن الكنوز تتوارى بين الانقاض و القلب الكسير يخبئ كنوزا. . تنبع معظم مشاكل العالم من اخطاء لغوية و من سوء فهم بسيط لا تأخذ الكلمات بمعناها الظاهري مطلقا وعندما تلج دائرة الحب تكون اللغة التي نعرفها قد عفى عليها الزمن فالشيء الذي لا يمكن التعبير عنه بالكلمات لا يمكن ادراكه الا بالصمت. . الوحدة والخلوة شيئان مختلفان فعندما تكون وحيدا من السهل ان تخدع نفسك و يخيل اليك انك تسير على الطريق القويم اما الخلوة فهي افضل لنا لأنها تعني ان تكون وحدك دون ان تشعر انك وحيد لكن في نهاية الامر من الافضل لك ان تبحث عن شخص شخص يكون بمثابة مرآة لك تذكر انك لا تستطيع ان ترى نفسك حقا الا في قلب شخص آخر وبوجود الله في داخلك. . مهما حدث في حياتك ومهما بدت الاشياء مزعجة فلا تدخل ربوع اليأس وحتى لو ظلت جميع الابواب موصده فان الله سيفتح دربا جديدا لك احمد ربك من السهل عليك ان تحمد الله عندما يكون كل شيء على ما يرام فالصوفي لا يحمد الله على ما منحه اياه فحسب بل يحمده ايضا على كل ما حرمه الله منه. . لا يعني الصبر ان تتحمل المصاعب سلبا بل يعني ان تكون بعيد النظر بحيث تثق بالنتيجة النهائية التي ستتمخض عن اي عملية ماذا يعني الصبر ؟ انه يعني ان تنظر الى الشوكة و ترى الوردة ان تنظر الى الليل و ترى الفجر اما نفاذ الصبر فيعني ان تكون قصير النظر ولا تتمكن من رؤية النتيجة ان عشاق الله لا ينفد صبرهم مطلقا لانهم يعرفون انه لكي يصبح الهلال بدرا فهو يحتاج الى وقت. . لا يوجد فرق كبير بين الشرق و الغرب الجنوب و الشمال فمهما كانت وجهتك يجب ان تجعل الرحلة التي تقوم بها رحلة في داخلك فاذا سافرت في داخلك فسيكون بوسعك اجتياز العالم الشاسع و ما وراءه. . عندما تجد القابلة ان الحبلى لا تتألم اثناء المخاض فإنها تعرف ان الطريق ليس سالكا بعد لوليدها فلن تضع وليدها اذا ولكي تولد نفس جديدة يجب ان يكون ألم وكما يحتاج الصلصال الى حرارى عالية ليشتد فالحب لا يكتمل الا بالألم. . ان السعي وراء الحب يغيرنا فما من احد يسعى وراء الحب و ينضج اثناء رحلته فما ان تبدأ رحلة البحث عن الحب حتى تبدأ تتغير من الداخل و الخارج. . يوجد معلمون مزيفون و اساتذة مزيفون في هذا العالم اكثير عددا من النجوم في الكون المرئي فلا تخلط بين الاشخاص الانانيين الذين يعلمون بدافع السلطة و بين المعلمين الحقيقيين فالمعلم الروحي الصادق يوجه انتباهك اليه و لا يتوقع طاعة مطلقة او اعجابا تاما منك بل يساعدك على ان تقدر نفسك الداخلية و تحترمها ان المعلمين الحقيقيين شفافون كالبلور يعبر نور الله من خلالهم. . لأنك شديد الحرص على نيل موافقة الاخرين فلن تتخلص من نقدهم مهما حاولت. . لا تحاول ان تقاوم التغييرات التي تعترض سبيلك بل دع الحياة تعيش فيك ولا تقلق اذا قلبت حياتك رأسا على عقب فكيف يمكنك ان تعرف ان الجانب الذي اعتدت عليه افضل من الجانب الذي سيأتي. . لا اظن ان هناك مشكلة مع الحزن بل العكس تماما فالنفاق هو الذي يجعل الناس سعداء اما الحقيقة فتجعلهم يشعرون بالحزن. . ان القذارة الحقيقة تقبع في الداخل اما القذارة الاخرى فهي تزول بغسلها ويوجد نوع واحد من القذارة لا يمكن تطهيرها بالماء النقي وهي لوثة الكراهية و التعصب التي تلوث الروح نستطيع ان نطهر اجسامنا بالزهد و الصيام ولكن الحب وحده هو الذي يطهر قلوبنا. . اذا اراد المرء ان يغير الطريقة التي يعامله فيها الناس فيجب ان يغير اولا الطريقة التي يعامل فيها نفسه واذا لم يتعلم كيف يحب نفسه حبا كاملا صادقا فلا توجد وسيلة يمكنه فيها ان يحب لكنه عندما يبلغ تلك المرحلة سيشكر كل شوكة يلقيها عليه الاخرون فهذا يدل على ان الورود ستنهمر عليه قريبا ثم كيف يمكن للمرء ان يلوم الاخرين لانهم لا يحترمونه اذا لم يكن يعتبر نفسه جديرا بالاحترام. . ان الماضي دوامة اذا تركته يسيطر على لحظتك الحالية فانه سيمتصك و يجرفك ما الزمن الا وهم فحسب وكل ما تحتاجين اليه هو ان تعيشي هذه اللحظة بالذات هذا كل ما يهم. . لا تهتمي الى اين سيقودك الطريق بل ركزي على الخطوة الاولى فهي اصعب خطوة يجب ان تتحملي مسؤوليتها وما ان تتخذي تلك الخطوة دعي كل شيء يجري بشكل طبيعي و سيأتي ما تبقى من تلقاء نفسه لا تسيري مع التيار بل كوني انت التيار. . لقد ادى الانترنت الى تضخيم السلوك خارج نطاقه و جعله رقيقا مانحا الفرصة للغزل من دون ان يعتري المرء احساس بالذنب و المغامرة دون مجازفة كأن ذلك مثل تناول طعام لذيذ محرم من دون ان يساورك القلق بسبب السعرات الحرارية الاضافية. . كيف يمكن للعشق ان يكون جد
"
Negative,Positive,"ربما كانت في وقتها غير مستهلكة و عادية لهذا الحد. لكنها مازلت تطرح سؤال مهم ، هل يجيب علي الفتاة مصارحة شريكها بماضيها أم أنه لن يقبل ضمينا أبدا ؟ سيظل يشك . أعتقد أن المصارحة واجبة لكن دون تفاصيل ماضي قد تفسد الواقع .. هذا هو المغزي الوحيدة لتلك الرواية القصيرة جدا .
"
Negative,Positive,"سرد بطئ حشو مبالغ فيه نصائح تربوية من اجل امرأة قوية كعادة احلام في تقمص شخصية المتحدث الرسمي باسم حقوق المرأة احلام تمثل في الواقع شخصية نجلاء في الرواية الشخصية التي تهبك خلاصة تجاربها الفاشلة في الحياة اعجبني الخط الدرامي للرواية و تصاعد علاقة البطل و البطلة علي اختلاف شخصياتهم و لم يعجبني السرد علي لسان الراوي و انحيازها طوال الوقت للبطلة و إن كانت تستحق لكونها مرأة مثلها فقط لا انكر تعاطفي الشديد مع شخصية البطل رغم انانيته الشديدة و تعجرفه و عدم تخلصه من سطوة المال عليه لكنه الشحصية التي تثير. تعاطفك احيانا كثيرة من فرط حبه لذاته .. الموسيقي كانت سيدة المشهد لكن الرواية اقل ما توصف به انها رواية عادية تتمتع بكثير من الابداع الشكلي و جماليات الصورة و الديكور الملائم للشخصيات و لكنها تفتقر لعنصري الجذب و المفاجأة و مملة إلا حد كبير في مواطن السرد و الجزء التاريخي فيها .
"
Negative,Negative,"متعة القراءة، ويا لها من متعة. ويا له من اسم اختاره المؤلف ببراعة. صدقا، لقد خدعت. لم أجد في الكتاب حديث عن أي متعة في القراءة. ولم أكن أعلم من قبل أن اقرؤه أنه كتاب تربوي. ظننته سيتحدث عن متعة القراءة التي تصل حد الإدمان. الانبهار بكل تلك السطور التي تحويها الكتب. والشغف المستمر لانهاء المزيد والمزيد منها وهضمها جيدا. كدودة قراءة توقعت أن هذا الكتاب سيكون جرعة ممتعة. سأجد بداخله من يشاركني ذلك الجنون والشغف وتلك الحميمية والحب تجاه القراءة. لكنه كان يناقش مشكلة عسر القراءة. ومقارنتها بالتليفزيون والسينما. وفرض الآباء للقراءة حتى تصبح واجب ممل أشبه بالجحيم. حقا إن كل الممنوع مرغوب. كان يسترسل في وصف عذاب الصبي وهو يحاول انهاء ذلك الفرض الثقيل. يالله، كان عليه تسمية الكتاب عذاب القراءة أو جحيم القراءة. وليست متعة القراءة. الجزء الأخير عن حقوق القارئ. ستتفق معه في بعضها وستختلف معه في البعض الآخر. لكن في النهاية، القراءة حياة. القراءة أسلوب حياة خاص، ورحلة محض شخصية. الأفضل أن تخوضها وحدك بلا مرشد. تكتشفها بنفسك، بعقلك أنت دون أن يحدد لك آخر نظرتك لها. تضع لها قوانينك الخاصة بما تراه صواب ومفضل. وما تراه غير مستساغ. فأن يكون لك حق إعادة القراءة أو القفز فوق الصفحات أو غيره من الحقوق. فهي حقوق مرنة، أنت من يمنحها ويعطيها بمجرد الشروع في قراءة الكتاب. حين يصبح الكتاب عبدا لك، على حد تعبير الكاتب. في المجمل، لا بأس به. صغير ولكن رغم صغره به بعض الملل. من الأفضل أن تقرؤه على أنه كتاب تربوي. ولا تشرع به بآمال كبيرة وعريضة. كما فعلت دودة القراءة وخابت توقعاتها. تمت
"
Negative,Negative,"النصوص الشعرية الإخبارية القصصية الخواطرية؛ مشتتة عندما تجتمع بين دفتي كتاب.. والرمزية بكثرة تفقد النص شاعريته وجمال معانيه. هذه النوعية من الكتب لا تلائمني..
"
Negative,Negative,"لا يستحق المال الذي تنفقه الفندق لا يمكن أن يعتبر ثلاث نجوم، على الأقل حسب المعايير الأوروبية. غال. مكيف الهواء لم يكن يعمل، السرير غير مريح كان عندي ألم بالظهر لستة أيام . لا يوجد إنترنت وأجهزة كمبيوتر، البرامج التلفزيونية كان يتم بثها بالروسية فقط. الإفطار لم يكن استثنائيا، فقط هناك ملاحظة إيجابية وهي قربه من مترو الأنفاق.
"
Negative,Negative,"ضعيف. . لا تستطيع النوم من اصوت الموسيقى
"
Negative,Positive,"المنتجع لا بأس فيه لكن الهاوس كيبينق سيئين للغايه عدم الاستجابه . الاستقلاليه الاستقبالالامن. الاثاث قديم خدمة الغرف سيئه لأبعد الحدود التعامل سيئ ماعدا الاستقبال
"
Negative,Negative,"أرواق مبعثره لا تستحق القراءة لا فكرة لا هدف لا معاني. سرد لأحداث عادية جدا وممله. ومناقشة أفكار قديمة مثل نظرية دارون. العبيكان على خطى مدراك . سقوط بمستوى الانتاج
"
Negative,Negative,"اعتقد انها لم تصل الى مرحلة الرواية بحذافيرها بداية جيدة لاول كتاب يكتبه ،هناك بعض الاحداث غير منطقية فيها وغريبة وغير مقنعه. لكن؛هناك جملة اعجبتني جدا مشكلة الرجل في الشرق انه يضع المرأة في مكانة الملائكة يبالغ في تكوين فكرة عنها وينسى انها بشر ممكن ان تخطئ المشكلة ليست عند النساء بل بطريقة تفكير الرجال فيهم وتكوين الصورة التي يرغب ان تكون عليها المراة وعنداول خطأ تسقط من عينو
"
Negative,Negative,"توفيق الحكيم وحماره وعصا هيا اسلوب فريد في الادب الساخر. اعتقد اني لن افكر في ان اقرأ له مرة ثانيه فاسلوبه الساخر لا يناسب تفكير الجيل الحديث
"
Negative,Positive,"اسهاب و وصف طويل لمحيط ابطال الرواية فيبعث الملل وعدم الرغبة باكمالها .. لكن المحتوى جميل ويستحق الصبر والقراءة ... اذا كنت ممن يملون بسرعة .. لا انصحك بقراءتها ..
"
Negative,Negative,"ماراح تقدر قيمه الشيء الا بعد فقدانه ... عندك رغبه تعبر عن امتنانك وحبك لكن تأجل وكأن الشخص بيكون معك للأبد. الرواية مؤلمه ، الام اعطت وضحت وما اشتكت وكانت تعتقد انها مقصره لكنهم ماكانوا يشوفون شي ويوم ضاعت قعدوا يتذكرون ويندمون
"
Negative,Positive,"الفرع: فرع العائلات الحمراء الخدمة ممتازة المنيو منوع ولذيذ الباستا بانواعها لذيذة الساندوتشات والشوربات بانواعها ايضا رائعة من ضمن الطلبات كان سمك سالمون وكان لذيذ جدا
"
Negative,Positive,"الوجبة بين الفطور و الغداء ليوم الأحد كانت مخيبة للآمال....لن تحدث مرة أخرى. كنزيل متكرر في ريتز في نابليس، كان أول تفكير لدي عن احتفال يوم ميلاد الثمانين لأمي هو أن نحصل على وجبة بين الفطور و الغداء في ريتز في فورت لادروديل قريب من منزلنا . أبلغت المضيف عن الموعد الذي حجزنا فيه وهي أكدت لنا أن الريتز سيصنع لنا احتفالا رائعا لهذه المناسبة. دولار فيما بعد، لا يوجد كعكة، لا شموع، لا أمنيات طيبة، لاشيء الخدمة كانت رديئة و المطعم كان نصفة ممتلئا. المضيف لم يبذل أي جهد ليعوض عن خدماته حتى بعد تنبيهه أن المطعم أسقط الكرة في ملعب إحتفال عيد الميلاد. كنت لأحصل على ترحيب و خدمة أفضل في بانكيك هاوس مقابل / من هذا الثمن.
"
Negative,Positive,"رواية كئيبة لأبعد الحدود لم استلطفها ؛ تثاقلت في قرائتها كثيرا وخيمت علي غمامة من الحزن والكأبة :/. لا انصح بها
"
Negative,Negative,"معرفتش ليه من الممكن اننا نعتبره كتاب من الأساس؟ . ومعرفتش هو ليه اسمه الكتاب البنفسجي؟ .. جايز عشان البنفسجي هو اللون الأصلي للبتنجان الأسود واللي اسمه بالإنجليزي . هو ممكن يمشي حبة تدوينات اتلمت بين غلافين. لتضيع الوقت ليس أكثر
"
Negative,Positive,".. نأتي من هاوية مظلمة و ننتهي الى مثيلتها . أما المسافة المضيئة بين الهاويتين فنسميها الحياه.. .. تقرأ الكتاب تستغرب منه تشوف المراجعات تنصدم وتصدق أنك كنت تقرأ في شيء مذهل لدرجة مافهمت منه شيء . . اعترف أنه الوقت والمزاج غير ملائم لكلام عن التأمل وفلسفة التفاهة لهذا كرهت الكتاب من أول سطر ، لغة الشعرية تخليك تنبهر أنك قدام نص مدهش ، حديث لملائكة في السماء . شعرت بالغباء أثناء قرءاة المراجعات الكل اكتشف الإبداع في الرواية إلا اني مافهمت شيء . ان اشاء الله نعطيه محاولة جديدة بعد كم سنة ..
"
Negative,Negative,"كتاب ساخر .. يرقى لمستوى الكتاب المطبوع .. يمكن ان يكون مجرد على الفيس بوك .. كوميدية .. خفيفة .. ليس اكثر. لم يعجبنى ..
"
Negative,Negative,"مش نظيفين ابدا . . الحمام كان وصخ عزكم الله لقيت فيه شعر شخص قبلي كان ساكن نفس السويت شيء جدا مقرف و طلبت العشا بعد وصوله ب نصف ساعه وصل العصير والفراش فيه غبار و شعر و الارض عليها وصخ، لقيت اكسسوارات طايحة ع الارض يعني اشكره مب منظفين البقعه
"
Negative,Negative,"أفضل حل لمن يعاني من الأرق
"
Negative,Negative,"لا أعرف فأنا مشتتة جدا جداا بخصوص رأيي بشكل عام في الكتاب .. هي ليست برواية ولكن أقرب إلى كتاب ذاتي لا أقول تنمية بشرية ولكنه يخاطب بعض من اليائسين من الحياة ومن جدواها .. أكره النهايات المفتوحة بل أمقتها وبالتالي حكمي ناقص على الرواية فهي ليست نقطة
"
Negative,Positive,"لم احبه بكل صراحة، فالأحداث كانت معروفة بالنسبة لي والتبريرات كلها افعال عزيز لم تقنعني ولم أتعاطف معه..
"
Negative,Positive,"الفندق حرام يطلق عليه نجمه . لايوجد شي يعجبني كل شي يزعل الموظف الاستقبال تاسأله عن قص البوردنق يقول انا ماني فاضي ولايوجد عندهم غرفه بزنس سنتر ؟. كل شي يزعل وخلافهم تجاريه
"
Negative,Positive,"ممله. كان يمكن اختصارها. والفكره ليست جديده
"
Negative,Negative,"كتاب خفيف هو عادي وكل احداثه بتتكرر كل يوم بس متطلعتش منه غير بدرس واحد. مينفعش اتنين يتخطبوا وهما بعاد عن بعض لان في مواقف كتير بتحصل بتخليهم يكتشفوا بعض ويفهموا بعض اكتر مش بعيد نتائج تصرفاتهم تبقي جميله وسعيده بلتفاهم وكمان ممكن العكس ممكن اكتشاف الشخصيات يؤدي للانفصال
"
Negative,Negative,"الحي سيء . . الحي سيء جدا ومخيف في الليل ماتقدر تنزل تمشي فيه ... المواقف بعييييدة يمكن كيلو مشي و مستحيل كمان تلقى موقف سيارة حتى لو بعيييييد .. باختصار مستحيل ارجع اسكن فيه مرره ثانية
"
Negative,Negative,"رواية عادية جدا جدا جدا، شخصياتها ضعيفة ومنها شخصيات سخيفة. والشخصية المصطنعة جدا جدا جدا شخصية نور، فعلا بتحمل نوع من البواخة اللا نهائي. مفيهاش اي شئ يبهر. مفيش حد في الرواية فيه حاجة بهرتني. انا بقرأ الرواية وفي حاجز زجاجي بيني وبينها لا بنفعل ولا بتأثر ولا أي حاجة. في المجمل الرواية في حاجة غلط لانها معرفتش تحرك فيا اي حاجة. وانا اصلا شخص عندني حساسية زيادة عن اللزوم
"
Negative,Positive,"اقامتي كانت جيده . الأمان كان جيد. النقل بالبصات من الفندق الي الحرم كانت سيئه
"
Negative,Negative,". هويتي، انتماءاتي:. إن هويتي هي التي تعني أنني لا أشبه أي شخص آخر . هويتك ليست هي فقط جنسيتك أو عرقك أو دينك بل هي كل ذلك معا هي كل هوياتك الكبيرة والصغيرة، بمجرد ما يتم تهديد إحدى هوياتك هذه فإنها تصعد للسطح وتطغى على هوياتك الأخرى وهو ما يؤدي للعنف.. عندما تأتي الحداثة من عند الآخر. غالبا ما نهول تأثير الأديان على شعوبها، ونهمل على العكس تأثير الشعوب على الأديان . الشعوب تصنع الأديان التي تصنع المجتمع. زمن القبائل الكونية :. يجب أن تبذل هذه المجتمعات جهدا للتأكيد، عبر رموز بارزة للعيان، أنها تضطلع بتنوعها كي يستطيع كل إنسان التماهي مع ما يرى حوله، وأن يتعرف كل إنسان إلى ذاته في صورة البلد الذي يعيش فيه، ويشعر بالتشجيع على االاندماج فيه بدلا من البقاء، كما يحصل في أغلب الأحيان، مشاهدا قلقا وعدائيا في بعض الأحيان . ترويض الفهد:. يجب أن يستطيع كل إنسان امتلاك الحداثة بدلا من أن يتكون لديه الانطباع بأنه يقترضها من الآخرين . الفصل يتحدث عن أهمية عن يحافظ ويعنى الاتحاد الأوروبي بمكوناته وتعدده الثقافي وأن يحافظ العالم على جميع الثقافات واللغات وكرامتها بأي طريقة كانت.. .
"
Negative,Negative,"إقامة موفقة ولكن نتمنى العناية بنظافة المكان وصيانة الحمام . الغرفة كبيرة ونظيفة ولكن مغطس الحمام متهالك. الفطور سيء جدا
"
Negative,Positive,"أكثر ما اعجبني في الروايه لغه أيمن العتوم الساحره وبلاغته العذبه وقدرته على الوصف . . ولكن الروايه لا يمكن أن تقارن ببقيه أعماله وخاصه يسمعون حسيسها
"
Negative,Negative,"سيء و رديء للغاية لقد قضيت ليال، لقد قرأت المراجعات قبل المجيء، لكن ذلك مروع جدا لم استطع التخيل. المكان لم يكن جيد جدا مقارنة بالفنادق في شارع بايزيد. الإفطار كان بسيطا و تقليديا جدا، الغرفة كانت بدون مرافق جيدة مثل فندق نجوم لا زلت متعجب لما يطلقون عليه فندق شبكة الإنترنت تنقطع كل دقائق و سرعتها ضعيفة، لا يوجد نظافة يومية ولا خدمة غرف، و الاستقبال به رجل واحد يتحدث بطريقة سيئة و وقحة عندما سألته لماذا لا يوجد هاتف مباشر في الغرف. منذ ستة أشهر كنت في فندق أنتيك الذي كان و ممتاز حقا لكن هذا الفندق لا يصل حتى إلى نجوم ....
"
Negative,Negative,"فلسفته غامضة و متناقضة كما رأيتها ، بعض الشذرات كما يطلق عليها اعجبتني لكن بشكل عام كان كتاب ترغب في التخلص منه سريعا ... شعرت بالأسف حياله .. اشعر بأنه لم يكن سعيدا و اتسمت حياته بالبؤس و التعاسة في مجملها .. و كأنه يحمل سر هذا الكون وحده. ومتأكد من ذلك .. لكنه لم يعش هذا الكون ابدا
"
Negative,Positive,"بصراحة أنا ما كنت متوقعة شي راح يعجبني بعد قراءتي للكتاب الأول ذاكرة الجسد .. بس هالكتاب كان أفضل بدرجة بسيطة جدا عن اللي قبله و بصراحة أنا سأقرأ الكتاب الأخير من الثلاثية لأنهيها فقط ..
"
Negative,Positive,"الشرح التفصيلي للتقييم ب الايجابيات والسلبيات . موقع الفندق كان جيدالحمام فيه شطاف بعكس الفنادق الاخرىسرعه في وجبه الافطار جيده وانصح النزلاء بالحجز الشامل مع الافطار. الانترنت مكلف في الغرف مع العلم انه ايضا ضعيفوجود الانترنت مجاني باللوبي يجعل اللوبي مزدحما على الدوامالتكييف دون المستوى ودوما ما استيقظ من حراره الغرفه. اعتقد هذي النقطه ذكروها النزلاء سابقا تنظيف الاكواب في الغرف يكون فقط بمسحها بمنشفه من مناشف الغرف اللتي من الممكن انك قد استخدمتها
"
Negative,Positive,"نعم أنا أفضل قراءة السير على الرواية ، لكني لم أستطيع إكمال هذه الرواية لسبب ما ، حقيقة هناك أحداث وحكايا كثيرة خاضتها الكاتبة لكنها لم تشدني أو انها دسمة بعض الشيء ،بالرغم من أن الفصول الاولى الفصول المتعلقة بطفولتها،شبابها كانت مقبولة جدا وممتعة أيضا،فجأة أصبح أسلوب سردها فاترا وأشبه بحصة دراسية دسمة/مملة عن التاريخ الحديث لإيران ... لكن أتوقع أن كتابها ذائع الصيت أن تقرأ لوليتا في طهران مختلف عن هذا الكتاب.. لو إني أعدت قراءة كتاب تاربخ القراءة ل إلبرتو مانغويل ،لكنت أشعر بحال افضل.
"
Negative,Negative,". من أسوأ الروايات التي مرت علي. مهما كانت المساوئ التي يصفها الكاتب ...فلا حاجة ابدااااا للدخول في تفاصيل لن يخل عدم وجودها بالنص شيئا ولن يضيف وجودها للقارئ اي شئ طريق الحياةاختيار...و لا كل ما في الحياة يجب تجربته لنعلم انه مؤلم او مفسد و ان كانت تلك هي الحرية فهل وجد ابطالها الراحة في حياتهم او مماتهم يبدو ان الكاتب اهتم بوصف شدة فراغ و تذبذب ابطال الرواية لدرجة جعلت الرواية نفسها تشبههم . ولكن بالفعل هناك ما جذبني بشدة في الرواية. . اجمل الاشياء لن تكمل حتي النهاية ....يجب عليها ان تموت. و هناك اجمل ما قرأت علي الاطلاق : الاهداء الثاني للكاتب في اولي صفحات الكتاب. الي البرق الدافئ ....الذي صادفته و اسرته بقلبي....و لن افلته ابدا ....رحمة بي ..... اهدأ و استكن
"
Negative,Negative,"الموقع سئ لوقوعه فوق الجبل و التعامل سئ . اكثر ما اعجبني بوفيه الافطار من حيث جودة الاصناف. موقعه فوق الجبل متعب جدا .تعامل طاقم العمل ينقصه الذوق و الاحترافيه.مستوي الغرف ضعيف و الاثاث بالي
"
Negative,Negative,"كمجمل كان الكتاب جيدا، و من الواضح أن الكاتبة مثقفة. كانت هناك بعض المقاطع الرائعة اللتي أحببتها جدا.. لكن هذا الكتاب يفتقد شيئا ما. ربما تصوير حبيبة البطل في هذه الرواية كان من أكثر الأشياء اللتي أزعجتني.. الكاتبة كنت تأمل بخلق حالة من الغموض و الترقب و أن تلف المحبوبة بضباب كثيف يجعل كل من قرأت الكتاب تظن أنها هي المقصودة، و كل من قرأ الكتاب يظن بأن حبيبته هي المقصودة. فبهذا نتواصل مع الشخصية من خلال ذواتنا. و لكن الخطأ الذي ارتكبته هو مدى ضبابية هذه الشخصية، فبعكس كل الشخصيات اللتي كانت حقيقية شخصيتها كانت كشخصية الأشباح ، ضبابية و غير حقيقة فلم يكن بامكاني كامرأة التواصل معه. أو حتى أن أحاول تشبيهها بنفسي. لم تكن شخصية تلامس الواقع أبدا لذا كانت المقاطع الأقل اجتذابا بالنسبة لي هي المقاطع التي تذكرها .
"
Negative,Negative,"الساعه مش ضد الميه خالص ودا كدب
"
Negative,Negative,"للأسف قصة مكررة مشفتش فيها فكرة ....لكن فعلا ده الواقع و اللى بيحصل فى مجتمعنا
"
