Original Text,Original Tag,Senti Score 
"ممتاز. الفندق بشكل عام جميل جدا. واجهة مشكلة في سرعة استجابة المغسلة لأخذ الملابس
",Positive,Positive
"جيده . الموقع. النت برسوم وضعيف بعد والاثاث يحتاج تجديد
",Positive,Negative
"فندق يستحق التجربه . فندق رائع فعلآ نجوم موظفين الاستقبال مبتسمين وخدومين الى ابعد حد خاصة عمر او عمار عربي الجنسيةخدمة الغرفة رائعه والنظافه ممتازه والامن على مستوى عالي ويوجد مصلى داخل الفندق للرجال والنساء وهذه الخدمه اول مره اشوفها في فنادق دبيقريب جدآ من الخدمات مثل المطاعم والسوبر ماركت والصيدلية ومكتب سفريات شكرا راديسون رويال. وجود نادي ليلي او مطعم يعمل سهرات يوميا في الفندق الدور الرابع ومدخل الزوار مع مدخل السكان ونفس اللفت يخدم الجميع وكل فندق نجوم هذه مميزاتهعدم وجود شطاف في الغرفهولكن هذا لايقلل من فخامته وراحته
",Positive,Positive
"ربي يوفقكم . . بعيد و ما في فطور
",Positive,Positive
"أحببت صدق و سلاسة اللغة بالرغم من ألم و بشاعة المشاهد..نقلت الكاتبة تقلباتها النفسية من بداية الثورة بشكل مذهل.و نقلت المشاهد بواقعية ممزوجة بشاعرية كبيرين.لا أنكر أني شعرت بالرعب و أنا أقرأ و بكيت مرات عديدة ألما..
",Positive,Negative
"هذه الرواية الصغيرة الحجم الشديدة الجمال الباذخة العاطفة والمليئة بالاستعارات الرقيقة والمقاطع الشاعرية والحوارات القصيرة العميقة ، الرواية تحكي قصة صياد السمك الذي أصبح ساعي بريد الشاعر العظيم الحائز على نوبل للآداب بابلو نيرودا ، قصة حب ساعي البريد وحياته التي تبدلت تماما بعد اقترابه من وهج الشعر والعشق ، قصة قرية الصيادين التي تمثل الحياة في تشيلي بين فوز الليندي بالرئاسة ووصول اليسار إلى الحكم والانقلاب الذي توفي الشاعر بعده بأيام ،، رواية آسرة فعلا بشخصياتها القليلة ولغتها البديعة
",Positive,Positive
"أعجبت كثيرا بالأسلوب الإنشائي الغير الكلاسيكي لأحمد مراد لكن وصفه لما يدور في خياله حين يتعاطى كان مبتذلا جدا.. صوره الخيالية لم أستطع رؤيتها أو الاقتراب منها حتى... أحببت أطوار االقصة.. أحببت الطريقة التي جعلني فيها أحمد أشك في كل شيء.. رواية ممتازة. لولا المبالغة في التيه الخيالي لاستحقت الخمس نجوم
",Positive,Positive
"مصطفى محمود هنا يأخذ بيدي القارئ و يجعله يبحر عبر خطوط. تبدو لا مترابطة للوهلة الأولى ثم تكتشف أن الجامع بينها جميعها. هو لغز الموت. كتاب مدهش يجمع بين الفلسفة و النظريات العلمية. و الكثير من الروحانية بصورة لا متوقعة.
",Positive,Negative
"ممتاز . موقعه الاسترتيجي وقربه من موقع الحرم المكي وتوفير مواصلات من والى الحرم. لا يوجد
",Positive,Positive
"افضل فندق . موقع جميل جداوتعامل راقي.
",Positive,Positive
"ممتاز. الموقع جدا ممتاز وطاقم العمل جدا خلوق وخدوم والغرفة جدا هادئة ومريحة. يجب العناية بسباكة الحمامات قليلا و دهانات الاسقف وزيادة عدد علب المناديل في كل غرفة
",Positive,Positive
"كتاب النبي ل جبران خليل جبران | جميل يرتقي بك في فهم القيم الأنسانية..الحب ، العمل ، التعليم، العطاء ، الفرح والحزن ، الخير والشر..ألخ. كتاب وجداني جميل جدا ..
",Positive,Positive
"لقد اندمجت في كل شطر من الرواية بشكل كبير تأخدك الكاتبة الى عوالم من التشويق و الرعب و الخيال الممزوج بلغة شاعرية جميلة اسر الطفل في الرواية و الدمى و الخيوط الممسكة بها جعلني اشعر انى كل واحد منا تعرض لمؤامرة ما في حياته في المدرسة التي هدم فيها الابداع او في الشارع الدي تعلمنا منه الشقاوة كلنا اسر في زمن تهديب الطباع و انتاج نسخ قديمة
",Positive,Negative
"جيد. . الغرفة كانت بالطابق الأرضي و فيه ازعاج
",Positive,Positive
"رائع ومميز المطعم رائع من ديكور ونظافه وترتيب الجلسات ،،، فيه غرفه العاب للاطفال فيها تلفزيون ،،، جلساته كثيره بحواجز او بدون ،،، الاكل منوع ولذيذ وطازج ،،، ماعجبني السوشي بقيه الاكل لذيذ ،،، والموظفين جدا رائعين وخدومين،،
",Positive,Positive
"مثالي لتغيير النمط الروتيني لديكورات اغلب الفنادق التصميم الراقي والألوان والديكورات تبعث على الهدوء والرومانسية وهو ما تجده في كل جنبات الموقع قريب من الستي سنتر ومن جميع الخدمات الغرف فسيحة ومصممة بشكل رائع ومبهج والخدمة سريعة وجيدة الحمام واسع ومستلزماته راقية وذات جودة عالية معاملة الموظفين جيدة نوعا ما قد يكون ذلك بسبب الإزدحام مع ذلك لم يتطلب سوى أقل من دقائق لتسجيل الدخول والخروج بشكل عام فندق سيكون أحد وجهاتي في الزيارات القادمة
",Positive,Positive
"من الرائع جدا فهم قصص القران الكريم و معرفتعا...هناك الكثير من القصص التي كنت اجهلها...كتاب افداني كثيرا و فتح عيني عن اشياء كانت غائبة عن ذهني
",Positive,Positive
"استثنائي. الموقع وكبر مساحة الشقة والحمامات أكرمكم الله وكبر الممرات. مواقف السيارات السفلية صعبة الدخول والخروج
",Positive,Negative
"يحتار المرء فى تصنيف هذه الرواية. قد تبدو من اسمها رواية رومانسية. و مع بداية الرواية نجد الأحداث يلفها الغموض. و مع التغلغل فى أحداث الرواية أكثر نجد لمحات انسانية رائعة. الرواية التى اثارت فضولي لقراءة المزيد من أعمال هذا الكاتب المبدع. رواية تبحث فى أغوار النفس الانسانية بمشكلاتها و طموحاتها و غموضها و معاناتها. قد تدفعك مشكلاتك الى اليأس .. القنوط.. الانتحار. لكنك وحدك من يستطيع تغيير مسار حياته الى حيث يريد حتى لو بدت صعبة التغيير. و حتى لو بدا ان القدر يتلاعب بك و يسير حياتك كليا نحو مسار معين. المشكلات و المعاناة و الألم الذي عرضه الكاتب فى الرواية على لسان شخصياتها. و التى استطاعوا أن يتغلبوا عليها بالارادة و العزم. تجعلك تتساءل هل يمكن أن يمر الانسان بأسوأ من هذا؟. كيف اذا نيأس و نفتر و تذوب ارادتنا ؟ . لقطات فيها و مشاهد شتى جعلتنى أبكي. ابكي لأن بعضا من رسائلها هزتني فى صميمي. و كأنها مكتوبة خصيصا لي... اسلوب الكاتب جميل و تشبيهاته كذلك. اختيار الأسماء فى الرواية كان موفقا لأنى اكره الاسماء الطويلة و لا احفظها : . لأنني أحبك... قالها مارك لليلى بعزلته و معاناته. قالتها نيكون لمارك مرارا بلسانها و بقلبها و بفعلها. قالتها ايفي لكونور بأفعالها و مستقبلها الذي وضعته بين يديه. قالها كونور لإيفي بوقوفه بجانبها و عدم التخلي عنها. خمس نجوم مع فائق التقدير
",Positive,Positive
"فندقي المعتاد . يعجبني دوما النظافة وحسن الضيافة.
",Positive,Positive
"فندق جميل جداا . فندق جميل جدا جدا . وشقق واسعه وتصلح للعوائل. لا يوجد
",Positive,Positive
"فندق جميل ورائع . . البوفية لم يكن على المستوى المأمول
",Positive,Positive
"جيد جدا. الموقعالفطور نسيت غرض في الشقه وابلغوني بذلك قبل مغادرتي. غسالة الملابس لاتعمل بشكل جيد لايوجد شطاف في الحمام الخاص بغرفة النوم
",Positive,Positive
"لن يذهب الرق من الوجود .. لكل عصر رقه وعبيده . . اليوم لا يوجد شرق .. إنما هى غابه على اشجارها قرده تلبس زى الغرب على غير نظام ولا ترتيب ولا فهم ولا إدراك . . اين انت الان ايها الحكيم. فها هو كلامك يطبق فى وقتنا هذا. القراءه الاولى للحكيم ولكنى اعتقد ان هذه الروايه افضل ما كتب بالتأكيد. شعرت ان اقرأ عمل مترجم باسلوب خاص. بفكر فلسفى رائع. بدايه جميله لى مع توفيق الحكيم
",Positive,Positive
"اطلالة جميلة . اجمل شيء في الفندق منظر الاطلالة على برج خليفة والنافورة الراقصة. حمام السباحة صغير جدا الإفطار متوسط المستوى
",Positive,Positive
"جيد جدا. الموقع رائع وقريب من الحرم.
",Positive,Positive
"الروايه جميله جدا جدا ومحبوكه خالص ونهايتها غير متوقعة اطلاقا ... اجمل ما قرأت لأبراهيم عيسى الصراحه يعني.... كانت تستاهل البوكر والله
",Positive,Positive
"لمس علاء الأسوانى فى هذا الكتاب الكثير من الأوتار الإنسانية بداخلى .. و استطاع تنبيهى لكثير من الأشياء التى كنت أغفل عنها أو أعرفها ولا أستطيع التعبير عنها على الصعيد الإنسانى. المجموعات القصصية لا تخلو من اللمسات الإنسانية الرائعة و بكل سلاسة يقوم بتوصيل الفكرة لك و يجعلك تعيش سياق القصة .. حتى كتابته ل أوراق عصام عبد العاطى تشعر بأنك ترى عصام عبد العاطى كثيرا ف كل مكان تذهب إليه بل يمكنك أن تقول لو كنت تقف موقف صدق أمام نفسك أنك كنت أو مازلت من طراز عصام عبد العاطى بشكل أو بآخر على مستوى أو آخر .. هو تجسيد لشاب مصرى ذاق المر بكل ما تحمل الكلمة من معنى سواء من تعامله مع من يسيرون نظريا وفق مبادىء دينهم و انفصال واقعهم عن حالة التدين التى يدعوها بالإضافة لظروفه القاسية و كل ما مر به طوال حياته من معاناة. هذه مجموعة قصصية يجب أن تقرأها ... ربما تقترب .. و تعرف. مقدمة الكتاب رائعة جدا و ثرية جدا فى مادتها الفكرية .. أتحدث عن الطبعة الجديدة لهذه المجموعة القصصية و التى تحتوى على المقدمة القديمة و الجديدة
",Positive,Positive
"عمل . اشكر الاخ عبد المجيد الي شغال في الاستقبال. موظف الاسقبل الدي يعمل ليل
",Positive,Positive
"الشيخ رفاعي سرور رحمه الله يعتبر شاهدا على جل مراحل الحركة الإسلامية الحديثة بدءا من أيام عبدالناصر إلى وفاته منذ ما يقرب من سنة؛ لذا يتضح لك أهمية هذا الكتاب الذي يعتبر أهم كتبه
",Positive,Positive
"ممتاز . النظافة ممتازة و الخدمة جميله جدا. لا شيء فقط بعيد عن الحرم
",Positive,Positive
"كان أول كتاب قرأته للدكتور مصطفى محمود ... بكل صراحه أقف مذهوله أمام تحليلاته المنطقية ... يجيب على كل عقل اغتر بإنجازاته واستأسد ..وأقحم نفسه في أمور تعتلي سقف ..إدراكه...يسكت كل الأصوات عدا صوت الفطرة ... التي تعي وتؤمن بوجود الله .... سبحان من وهبه ..
",Positive,Positive
"من أجمل ما قرأت في حياتي. من غرناطة إلى فاس ثم إلى تومبكتو مرورا بإفريقية و بلاد الزنج ثم إلى فاس من جديد و منها إلى القاهرة ثم إلى القسطنطينية ثم القاهرة من جديد و منها إلى فاس ثم روما و الفاتيكان و فلورنسا و نابولي .. ثم العودة إلى فاس في النهاية. رحلة حول العالم ذهابا و إيابا. رحلة في التاريخ .. من سقوط غرناطة إلى الصراع بين المماليك و العثمانيين في مصر. من أوج عز روما إلى سقوطها على أيدي اللوثريين الهراطقة. رحلة حياة إنسان سماه أهله حسن بن محمد الوزان و سماه أب الفاتيكان يوحنا ليون ميديتشي . إنسان يعرف في إفريقية ب الرومي و يعرف في روما ب الإفريقي . لم تكن حياته مثالية كما في أغلب الكتب ، من خلالها صور أستاذ أمين معلوف الحياة كما هي حقا ،الحياة في الواقع و على الأرض، كما خلقها الله و كما قدرها لنا . حياة تتجاور فيها السعادة مع الحزن و المصائب تتوالى و يعقبها الفرج و الفرار من قدر الله إلى قدر الله . و ندرك في النهاية أن الله يقبض علينا باليمنى باسطا لنا يسراه. .. ختم حسن أو ليون كتاب حياته بوصلة إلى ابنه ، هي من أجمل ما قيل، و لو لم يعط الأب ابنه غيرها لكفته. أينما كنت فسيرغب الناس في التنقيب في جلدك و صلواتك، فاحذر أن تدغدغ غريزتهم يا بني ، و حذار أن ترضخ لوطأة الجمهور فمسلما كنت أو يهوديا أو نصرانيا عليهم أن يرتضوك كما أنت أو يفقدوك. و عندما يلوح لك ضيق عقول الناس فقل لنفسك أرض الله واسعة و رحبة هي يداه و قلبه. و لا تتردد قط في الابتعاد إلى ما وراء جميع البحار، إلى ما وراء جميع التخوم و الأوطان و المعتقدات.
",Positive,Negative
"ليلة ولا أحلى . يبدو من تصميم هذا الفندق انه مصمم لرجال الاعمال ولكن استمتعت بالاستجمام فالخدمة ممتازة والفندق هادئ ورومانسي. لا شي
",Positive,Positive
"روايتها السابقه كبرت ونسيت أن أنسى كانت من الجمال مايبهر ..اما روايتها هذه خرائط التيه فقد تجاوزت ذلك بكثير ، انها اقرب إلى ملحمة تراجيديه .ممزوجه بكم من التشويق .
",Positive,Negative
"روايه لاتموت حتى وان غابت صاحبتها عن وجه الحياه
",Positive,Negative
"استثنائي. قريب من المراكز المهمه. ازعاج اخر الليل صوت الاغاني عالي
",Positive,Positive
"ممتاز . كلوو تماااام الواي فاي مجاني والنظافة تمام. الشي الوحيد اللي سلبي في الفندق هو صغر الغرفة و صغر الحمام فقط
",Positive,Positive
"فندق و طاقم عمل جيد جدا . الموقع الخدمة القيمة النظافة طاقم العمل. تقطع اتصال الانترنت
",Positive,Positive
"واااو وااو وااااو. اخر صفحه هما الخلاصه لكل الروايه. واااو. روايه جمييييييله جدا. بجد. حبيتها جدا. عشقتها كمان. احداثها كدا ورا بعض بشكل رهيييييب. خلصت صفحه ورا بعض من غير ما افكر انا خلصت كام صفحه . اعترف اني توهت في الاول شويه. بس كل حاجه كانت واضحه. الروايه بجد رهيبه جدا. تستحق ال نجوموبكل كفاءة. . شكرا لكل شخصيات الروايه واهمهم حبيبة و حسام . شكرا للكاتبه انتي فعلا فعلا خليتيني اعيش معاهم كاني واحد منهم. بتخيل شكل دا عامل ازاي ودا عامل ازاي
",Positive,Positive
"ارقد وآآمن . الاستقبال رائع ، الإستجابه سريعه ، المطعم فايف ستار.
",Positive,Positive
"ممتاز. الهدوء والراحة في الغرفة ،. عدم وجود شطاف في دورات المياه ،
",Positive,Positive
"استثنائي. الموظفات اللي قابلتهم في غاية الاحترام والرقي.
",Positive,Positive
"جيد. الموقعالنظافةالمواقفالراحةالتعامل. النت مدفوع
",Positive,Positive
"الحمدلله كانت رحله ممتازه و الفندق بشكل عام ممتاز . قريب جدا من الحرم الغرف واسعة. لايوجد غسيل و كي ملابس بالفندق النظام ذاتي او تذهب للمحلات بالخارج .... المصاعد و بطيئة
",Positive,Positive
"شعور جميل رجوع عالم هاري بوتر وكنت متشوقة جدا لقراءتها في البداية أحسست بروح رولينج في الرواية لكن أصبت بالخيبة بعدها ويكأني دخلت عالم فانتازي آخر غير عالم هاري بوتر. على سبيل المثال الأحداث سريعة للغاية على غير ماتعودنا. ولكن الأهم في الأمر أعذرني في التعبير أنك قد أتيت بسبعين فكرة ووجهة لا علاقة لها بعالم رولينج بالمرة وخلطها في الخلاط فأصبحت مزيجا خرجت منه هذي التسعين صفحة ولكن يحسب لك هذا السرد الرائع والخيال الواسع ولكن في غير محله في ظني لو استعملته في رواية أخرى مستقلة بذاتها لكان أفضل فلم تكن لتضع نفسك في هذا المأزق
",Positive,Positive
"شمالي . الخدمة السريعة الحرية الشخصية للضيوف جودة الاكل. ضعف حركة التكاسي العادية حول الفندق غلاء تاكسي الفندق
",Positive,Negative
"زي ما بول سوسمان عودني في كل رواية له.. اني أعيش الحياة اللي خلقها.. وأحب التاريخ والآثار اكتر ما بحبها.
",Positive,Negative
"ممتاز . قربه من الحرم والافطار رائع. الفندق ممتاز ومناسب
",Positive,Positive
"كتيب فريد من نوعه ... حكم من فوق الأبراج الروحية ... طبعا سأعود لاحقا لقراءة شرح لها، شرح عاقل سليم من الشطحات الصوفية .. أفزعني أني وجدت في مقدمة إحدى الشروحات قول الشارح لو جاز أن يقرأ في الصلاة شيء غير القران لكانت الحكم العطائية . طبعا هذا لم يمنعني من قراءة الحكم التي فيها ما فيها من الصواب ... و الحمد لله على نعمة العقل أولا و آخرا.
",Positive,Positive
"جيد. لقد اعجبني الفندق. لا
",Positive,Positive
"جيدجداللعوائل . الوسعحسن استقبال الموظفين. لاشيء
",Positive,Positive
"رائع. الموقع كان رائع جدا ومطل رائع لكن السعر غالي. الحمام بجانب السرير
",Positive,Positive
"ممتاز . قرب الفندق من بيت لله الحرام والنظافه والراحه والهدوء. لايوجد شي الكل ممتاز
",Positive,Positive
"ممتاز . . غلاء في الطعام والمشروباتلا يوجد حمال حقائب
",Positive,Positive
"يجب ان تكون الخدمات مكتملة لأني المرة القادمة لن أقيم عندكم . الهدوء والراحة. لم استطع متابعة الكورة وقد جلبت مع ريسيفر و سيئ جداالتلفزيون قديم جداالمسبح صغيرا جدا وغير عميق تخصيص المسبح الجميل لموظفي الفندق
",Positive,Positive
"أضل احب الرجوع له ولكن أتمنى أن يتحسن اكثر . المكان والهدوء. الإفطار لم يكن ع مستواه مثل السابق
",Positive,Positive
"شكرا للموظف على حسن تعامله .. . الموقع ممتاز و هادئ .. حجم الفيلا .. و الراحه. أغلب الخدمات غير متوفره مثل المطاعم .. كلها قيد الإنشاء ..
",Positive,Positive
"شعرت وأنا أقرؤها أنني جزء منها، أعيش في غرناطة مع حسن، سعد، مريمة وسليمة، أمشي على ضفاف نهر شانيل، أشم رائحة الياسمين والورد الدمشقي الذي كان يزرع في حدائقها، أمشي في حواري البيازين وألقي نظرة على الصنادقية،أتنقل من غرناطة إلى بالنسية إلى قرطبة . لم أقرأ يوما عن الأندلس ولكنها لفتت نظري لتاريخ عريق بنيناه على أرضها، ولواقع مرير عاشه أجدادنا العرب في الأندلس والطرق البشعة التي اتخذها الإسبان ليخرجوا العرب منها ويطمسوا هويتهم...
",Positive,Positive
"فكرة الكتاب رائعة .. والاروع هي براءة وعفوية كلمات الاطفال في كل القصائد .. تجعلك تبتسم طوال فترة القراءة وتستمتع وتندهش من بعض الكتابات وتحزن من اخري ... أحلم بشيء جم ل. ص في ورق ق.. احلم بعالم من الص ف. وثلاث شموس.. كتبت جملا رق قة.. ولم يصب احد بأي مرض. فكم كان جم لا. عالم أحلامي الص في. نجلس تحت الشمس. مع جم ع المصطاف ن.. فظ رت وسط السماء السع دة الزرقاء. غ مة صغ رة ب ضاء.. بعد ذلك. كانت الكراسي مكدسة فوق الطاولات. أمر عادي. فالغ مة الصغ رة الب ضاء كانت الأقوى. قوس قزح. طرت. فوق قوس قزح. كان دافئا. عنده ألوان كث رة. تزحلقنا. نحو الأسفل تماما. إلى الماء. بعد ذلك. لم اكن مبللا.. ح ن طرنا فوق قوس قزح. ح ن ذ بنا للغ وم. مكثنا ناك بضع سنوات
",Positive,Positive
"جيد. الموقع. الغرف صغيره /المطبخ عباره عن ممرورايحه الطبخ واصله جميع غرف الفندق / السيد حيدر موظف الاستقبال ساعدني كثير بتسليمي الفرفه مبكرا ولكن للاسف لم يحسن استقبالي جزاه الله خير
",Positive,Positive
"استثنائي. طاقم الفندق بلا استثناء متعاون الى ابعد الحدود ومتفهم لجميع الامور والمتطلبات..
",Positive,Positive
"الفلسفة السياسية كتاب فى عمق الفلسفة والتاريخ والحضارة يغوص بين الثنائية الصلبة بين اسس التوحيد والشرك والثنائية الفضفاضة ولو كان لم يعطها حقها كامل لانه كتاب تفكيكى نظرى بين الايمان والكفر. وهو كتاب صغير. يشعر القارئ والمسلم المعاصر عموما باهمية الجهد التفكيكى النظرى الذى قدمه المسيرى فى الجزء الاول من العلمانية الجزئية والشاملة خاصة. ويدفع الاسلامى الى البحث والاطلاع فى فرع الانطولوجيا او الوجودية لأنها فلسفة تعبر عن ثغرة فى الحضارة الغربية باكملها. ولمن يريد ان يقرأ المتاب انصحه بقراءة الجزء الاول من العلمانية الجزئية والشاملة وكتاب الوجودية لجون ماكورى. قبل قرائته ليستطيع تحصيل الرسالة الاساسية التى يقدمها الكاتب. والله اعلم
",Positive,Negative
"أروع كتاب يعلمك كيف تتعامل مع الناس فس ظل السيرة النبوية الشريفة. أسلوب الدكتور محمد العريفي ممتع و شيق جدا في هذا الكتاب يشدك لدرجة أنك لا تستطيع أن تتركه حتى تكمله
",Positive,Positive
"جيد جدا. الموقع و التعامل الراقي من الموظفين وحسن استقبالهم ونظافة الغرف ممتازه. الافطار سئ جدا
",Positive,Positive
"انا استمعت جدا وفعلا اسلو انيس منصور يخلى تضحك من قلبك
",Positive,Positive
"يستحق التجربة . الموقع ممتازمريحنظام الأجنحة رائع الطاقم ممتاز. الأثاث يحتاج إلى تغيير وخصوصا الموكيتعدم وجود مستلزمات الطبخ والأواني المنزلية الإضاءة صحيح انها رومنسية وهادئة ولكن نحتاج أحيانا الى إضاءة اقوى
",Positive,Positive
"فندق جميل لكن طاقم العمل مبتدئين يحتاجون لتدريب . الفندق جميل فخم وقريب من الحرم. إجراءات الدخول تتأخر كثيرا أكثر من ساعة وتم تغيير الغرفة بعد الإقامة فيها وخدمة الغرف سيئة ولا يأتون رغم الاتصال بهم اكتر من مرة
",Positive,Positive
"في أكثر من موضع رأيته يشرح الواقع العربي بشكل أدق مما يمكن أن يقوم به العربي نفسه .. يجعلك في مواجهة حقائق تنكرها عن ذاتك وطبيعة بيتئنك .. رائع بحق. لكن هل تكون هي ذات وجهة النظر اليابانية للعرب بعد ثورات الربيع العربي ؟
",Positive,Positive
"حين اقرأ لماركيز روايه اتمنى الا تنتهى ابدا .. اعشق اسلوبه فى الحكى و الوصف و السرد البسيط. اما ان اقرأ له قصص قصيرة فهذه هى المتعة الحقيقية. انبهرت بكل قصة .. لم يخيب ظنى .. كنت أعلم ان قصصه القصيرة تختلف كليااا عن اى قصص سبق و قرأتها لأى كاتب. كل القصص رائعة و لكن اكثر ما أعجبنى و أظن اننى لن أقرأ مثلهم. دماء على الجليد.. صدمتنى نهايتها و لم أشعر بها وأنا اقرأ إطلاقا فجأة انتهت و تركت الصدمة ثم اعدت قرائتها بعد انتهائها مباشرة لكى استوعب الأحداث مرة اخرى .. ربما أكون أخطأت القرأء أو الفهم ... انتهت مرة أخرى بنفس الصدمة. تليفون.. مميزة ومثيرة للأعصاب و عمل فنى ممتع .أظن لو اصبحت فيلم او مسرحية لنجحت نجاحا ساحقا. ماريا..الفكرة وحدها قابضة .. فكرة شراء قبر .. تأخذك لعالم أخر تجعلك تتأمل و تفكر فى هذه النفس البائسة و الهادئة المسالمة فى الوقت نفسه. أنصح بقراءة المجموعة بشده .. لتتعرف على ماركيز اخر
",Positive,Positive
"تقييم . مستوى النظافه كان جدا عالي بالاضافه لمستوى الاكل والخدمه وكذلك نوعيةالسرر وتكييف الغرف ممتاز .. استلام الغرفه لم يتم في الوقت المحدد عند الوصول وتم الاسكان في غرفه صغيره انا والعائله ليست جناح ولا على الطلب اطلاقا وكان التاخير لمدة ساعتن مما سبب في تعكير المزاج وعدم الراحه عند الوصول اذ كان لدي بعض الاشغال بالعصر وكذلك حفل زفاف بالمساء.
",Positive,Positive
"يبدو لي من مطالعة التعليقات ا خرى أنني. لم ألحظ أبعاد المؤامرة. كما فهمها غيري، يبدو لي أن البعض لم يلتقط الهدف ا ساسي الذي حاول ميتشل الوصول إليه.... سأحاول إيضاح هذه النقطة و ما فهمته من الكتاب، ثم أتحدث عن انطباعي من الكتاب.. سأبدأ بما فهمت؛ الكتاب يتحدث في ا ساس عن فلسفة الحكم الاستعماري، لا تأريخ وقائع الاستعمار و لا نتيجته ا خيرة، و لذلك تحدث الكاتب في المقدمة عن فلسفتي جاك ديريدا و ميشيل فوكولت في. هذه الفلسفة تقوم على أساسين: ا ول درجة عالية من التمثيل، أي استخدام علامات على معان غير حاضرة ماديا، كمثال، تنظيم ا حياء الجديدة ذات الطراز ا وروبي في القاهرة و الرباط كان رمزا على تواجد نظام دقيق، مختلف و منفصل عن المباني و الشوارع، مادة التنظيم ذاته، و قد تم ا بقاء على ا حياء القديمة رمزا على انعدام النظام، في تضاد مع ا حياء الجديدة.. الأساس الثاني: هو مبدأ السيطرة الدائمة، أن يكون الجميع تحت المراقبة، دون أن تكون سلطة المراقبة ملاحظة أو مرئية.. ما أراه و فهمته أن هذين المبدأين جزء من نظم الحكم الحديثة عامة، فإدخال نظم الجيش الجديد و التجنيد ا جباري الذي بدأ مع محمد علي لم يكن مؤامرة بل نقلا للنظم السائرة في أوروبا، و كذا نظم التعليم و عمارة المدن و القرى، و الوحشية التي تم بها هذا الأمر كان جزءا من هذا، ربما كانت السخرة في عهد محمد على و إبراهيم ابنه زيادة و اجتهادا منهم.. ليس هذا تبريرا لهذه الطرق بأي حال، بل محاولة لفهم السبب الدافع لها، فتسلط محمد علي و عمالة توفيق و محاولة بريطانيا تحويل مصر لخدمة اقتصادها دوافع لهذا التوجه، فكان حلهم هو نقل نظم الحكم ا وروبية بفلسفتها.. تبع هذا بالطبع محاولات للتغيير في الثقافة و الدين و اللغة و ا دب، لا بمكن استبعاد سوء النية منها، و قام من قام للتصدي لهذه المحاولات، منهم مصطفي كامل، الذي هاجم قاسم أمين في مسألة تحرير المرأة، رغم اقتناعه ببعض مبادئ هذا النظام، كما بدا في حديثه عن طرق التربية.. محاولة تطبيق فلسفة الحكم هذه في بلادنا أدت لنشوء هذا التصادم، و لذا طبق الكاتب نظريات دريدا ليوضح وهن هذه الفلسفة.. هذا ما فهمته من قصد الكاتب، و الضرر الذي وقع على مصر لم يكن من جراء تطبيق هذا النظام فقط، و إلا لوقع مثله على الدول الغربية. نظام القمع الذي نعانيه ا ن نتيجة لهذه الفلسفة جزئيا، أما السبب ا ساسي فهو حقيقة اتفاق العسكر و باقي الدولة عموما على الفساد و الظلم، كأنه دين لها.. . أما انطباعي عن الكتاب، فمن الصعب أن أحدده، الكتاب أثار في ذهني أسئلة أكثر من ا جوبة، و هي نقطة محمودة فيه، خاصة أن هذه ا سئلة تلاقت مع أسئلة أخرى كانت أفكر فيها عن طبيعة هذه ا نظمة.. . عيبان أخذتهما على هذه الطبعة و الكتاب:. رغم جودة الترجمة إلى حد ما، وجدت بعض ا خطاء ا ملائية و وضع علامات الترقيم خاصة في الفصول ا خيرة.. بعض ا جزاء في الكتاب كان يمكن أن تقدم في لغة أسهل.
",Positive,Negative
"استثنائي. إطلاله جميلة على البحر وتعامل راقي من طاقم العمل الموجودين أنصح في هذا الفندق .. وبالله التوفيق ..
",Positive,Positive
"رومانسيه من نوع خاص .. من النوع اللى بحبه. الكتاب على بساطته وقلة أحداثه من أجمل الحاجات اللى قريتها. يمكن عشان انا بضعف قدام العواجيز : . بس بجد اللى ماقراهوش يقراه جميل اوى
",Positive,Positive
"جيد. الفندق جيد جدا .... ومشكلته الوحيدة عدم وجود بقالات او مطاعم قريبة
",Positive,Positive
"برغم الانتقادات الكثيرة والهجوم على الراوية إلا إنى قررت قراءتها ..ولم أندم كام شعر معظم من قرأها ..ولم أتذمر من أى من التفاصيل كما تذمر البعض. الرواية واقعية بكل ما تحمل الكملة من معنى..بتناقش قضايا بالغة الاهمية ..بتناقش بنىءادمين ازاى ابتدوا وازاى انتهوا..مع ان النهاية غير متوقعه..ولو انى حسيت انها النهاية الطبيعه ..مافيش نهايات سعيدة فى الحياه غالبا. تم صياغة كل الشخصيات بعناية وبحرص وبدقة ....مع انك ممكن تتلغبط فى اساميهم فى الاول ... ..يمكن السبب فى ده اسلوب السرد اللى بينقلك من تقط مهمه لاخرى ..فتنهمك فى الاخرى فى اقل من ثوانى وتنسى تشوقك لمعرفة فى حدث فى الاولى...طريقة عرض الاحداث جديده ولكنها ممتعه ..بتعيشك فى عالم ثم تنقلك لاخر بسلاسة ثم لاخر وهكذا. التصوير أكثر من رائع. لا يوجد للرواية توجه من اى نوع بيفرضه ع القارىء ولكن الرواية ليست إلا انعكاس محايد لواقع ولشخصيات ومواقف حقيقه
",Positive,Negative
